area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,2020,70,Total Covered,"10 Total, all industries",6679,73116,3021183387,41320
01003,2020,71,Federal Government,"10 Total, all industries",34,399,23876786,59879
01003,2020,71,State Government,"10 Total, all industries",36,1153,48674330,42228
01003,2020,71,Local Government,"10 Total, all industries",90,8385,386976152,46151
01003,2020,71,Private,"10 Total, all industries",6519,63180,2561656119,40546
01097,2020,70,Total Covered,"10 Total, all industries",10437,164235,8505956715,51791
01097,2020,71,Federal Government,"10 Total, all industries",75,2763,223944697,81049
01097,2020,71,State Government,"10 Total, all industries",62,6175,403343506,65320
01097,2020,71,Local Government,"10 Total, all industries",228,14449,622046295,43051
01097,2020,71,Private,"10 Total, all industries",10073,140848,7256622217,51521
02013,2020,70,Total Covered,"10 Total, all industries",101,2290,129568337,56584
02013,2020,71,Federal Government,"10 Total, all industries",8,16,1037909,64533
02013,2020,71,State Government,"10 Total, all industries",11,17,1027761,59294
02013,2020,71,Local Government,"10 Total, all industries",19,222,9740383,43909
02013,2020,71,Private,"10 Total, all industries",64,2035,117762284,57880
02016,2020,70,Total Covered,"10 Total, all industries",166,3390,218290363,64392
02016,2020,71,Federal Government,"10 Total, all industries",6,14,967434,70788
02016,2020,71,State Government,"10 Total, all industries",15,24,1662852,70760
02016,2020,71,Local Government,"10 Total, all industries",13,469,26351542,56197
02016,2020,71,Private,"10 Total, all industries",133,2884,189308535,65643
02020,2020,70,Total Covered,"10 Total, all industries",8290,135916,8817514059,64875
02020,2020,71,Federal Government,"10 Total, all industries",104,8501,740760569,87137
02020,2020,71,State Government,"10 Total, all industries",59,0,0,0
02020,2020,71,Local Government,"10 Total, all industries",12,0,0,0
02020,2020,71,Private,"10 Total, all industries",8116,109950,6905549991,62806
02050,2020,70,Total Covered,"10 Total, all industries",348,6616,324226955,49007
02050,2020,71,Federal Government,"10 Total, all industries",27,93,5193936,55649
02050,2020,71,State Government,"10 Total, all industries",48,283,24253373,85625
02050,2020,71,Local Government,"10 Total, all industries",73,2453,93876661,38265
02050,2020,71,Private,"10 Total, all industries",200,3786,200902985,53065
02060,2020,70,Total Covered,"10 Total, all industries",132,1064,68215381,64102
02060,2020,71,Federal Government,"10 Total, all industries",7,40,3262883,81572
02060,2020,71,State Government,"10 Total, all industries",8,22,1974679,88418
02060,2020,71,Local Government,"10 Total, all industries",7,123,8223531,66994
02060,2020,71,Private,"10 Total, all industries",110,879,54754288,62286
02070,2020,70,Total Covered,"10 Total, all industries",159,2084,111696650,53591
02070,2020,71,Federal Government,"10 Total, all industries",11,46,3132302,67604
02070,2020,71,State Government,"10 Total, all industries",21,80,5535855,69343
02070,2020,71,Local Government,"10 Total, all industries",27,549,20545305,37423
02070,2020,71,Private,"10 Total, all industries",101,1409,82483188,58537
02100,2020,70,Total Covered,"10 Total, all industries",157,763,31428088,41168
02100,2020,71,Federal Government,"10 Total, all industries",3,14,1409430,103129
02100,2020,71,State Government,"10 Total, all industries",12,34,1738691,51644
02100,2020,71,Local Government,"10 Total, all industries",3,129,5564743,43026
02100,2020,71,Private,"10 Total, all industries",139,587,22715224,38714
02105,2020,70,Total Covered,"10 Total, all industries",136,674,26731245,39661
02105,2020,71,Federal Government,"10 Total, all industries",9,90,6497728,72331
02105,2020,71,State Government,"10 Total, all industries",14,9,464706,52117
02105,2020,71,Local Government,"10 Total, all industries",16,260,8885069,34184
02105,2020,71,Private,"10 Total, all industries",97,315,10883742,34515
02110,2020,70,Total Covered,"10 Total, all industries",1131,15498,921826901,59482
02110,2020,71,Federal Government,"10 Total, all industries",24,710,69526412,97913
02110,2020,71,State Government,"10 Total, all industries",31,3345,212682231,63576
02110,2020,71,Local Government,"10 Total, all industries",6,2258,143746086,63670
02110,2020,71,Private,"10 Total, all industries",1070,9185,495872172,53990
02122,2020,70,Total Covered,"10 Total, all industries",2154,18499,1022116771,55253
02122,2020,71,Federal Government,"10 Total, all industries",30,396,30963410,78240
02122,2020,71,State Government,"10 Total, all industries",78,1143,71747804,62758
02122,2020,71,Local Government,"10 Total, all industries",37,2941,188756143,64183
02122,2020,71,Private,"10 Total, all industries",2010,14019,730649414,52118
02130,2020,70,Total Covered,"10 Total, all industries",604,6185,327574841,52966
02130,2020,71,Federal Government,"10 Total, all industries",14,222,19133243,86218
02130,2020,71,State Government,"10 Total, all industries",17,464,28589678,61649
02130,2020,71,Local Government,"10 Total, all industries",8,1089,63455752,58252
02130,2020,71,Private,"10 Total, all industries",565,4410,216396168,49073
02150,2020,70,Total Covered,"10 Total, all industries",477,5583,279551832,50074
02150,2020,71,Federal Government,"10 Total, all industries",15,273,17320051,63482
02150,2020,71,State Government,"10 Total, all industries",25,246,15299028,62149
02150,2020,71,Local Government,"10 Total, all industries",19,1007,49268172,48918
02150,2020,71,Private,"10 Total, all industries",418,4057,197664581,48727
02164,2020,70,Total Covered,"10 Total, all industries",122,757,31329040,41404
02164,2020,71,Federal Government,"10 Total, all industries",11,39,2010528,51115
02164,2020,71,State Government,"10 Total, all industries",8,0,0,0
02164,2020,71,Local Government,"10 Total, all industries",36,0,0,0
02164,2020,71,Private,"10 Total, all industries",67,361,17503775,48476
02170,2020,70,Total Covered,"10 Total, all industries",2370,24315,1182667039,48640
02170,2020,71,Federal Government,"10 Total, all industries",19,317,25465831,80249
02170,2020,71,State Government,"10 Total, all industries",57,1387,81223761,58550
02170,2020,71,Local Government,"10 Total, all industries",8,3243,169606882,52299
02170,2020,71,Private,"10 Total, all industries",2286,19367,906370565,46799
02180,2020,70,Total Covered,"10 Total, all industries",302,3600,220395519,61224
02180,2020,71,Federal Government,"10 Total, all industries",23,55,3808192,68719
02180,2020,71,State Government,"10 Total, all industries",33,192,15248345,79453
02180,2020,71,Local Government,"10 Total, all industries",63,1271,60876307,47903
02180,2020,71,Private,"10 Total, all industries",183,2082,140462675,67476
02185,2020,70,Total Covered,"10 Total, all industries",242,10833,1197646430,110560
02185,2020,71,Federal Government,"10 Total, all industries",10,19,1246321,64188
02185,2020,71,State Government,"10 Total, all industries",17,55,4316284,77888
02185,2020,71,Local Government,"10 Total, all industries",34,1896,127513650,67257
02185,2020,71,Private,"10 Total, all industries",182,8862,1064570175,120131
02188,2020,70,Total Covered,"10 Total, all industries",163,2858,220414745,77131
02188,2020,71,Federal Government,"10 Total, all industries",15,53,3332974,63284
02188,2020,71,State Government,"10 Total, all industries",21,58,4945759,84663
02188,2020,71,Local Government,"10 Total, all industries",49,880,45312512,51501
02188,2020,71,Private,"10 Total, all industries",78,1867,166823500,89366
02195,2020,70,Total Covered,"10 Total, all industries",162,1200,55099604,45907
02195,2020,71,Federal Government,"10 Total, all industries",5,80,6126406,76740
02195,2020,71,State Government,"10 Total, all industries",9,39,2096665,53876
02195,2020,71,Local Government,"10 Total, all industries",5,372,19087943,51323
02195,2020,71,Private,"10 Total, all industries",143,710,27788590,39162
02198,2020,70,Total Covered,"10 Total, all industries",249,2127,96211106,45233
02198,2020,71,Federal Government,"10 Total, all industries",11,83,6071544,73594
02198,2020,71,State Government,"10 Total, all industries",20,29,1681659,58492
02198,2020,71,Local Government,"10 Total, all industries",35,896,39007446,43559
02198,2020,71,Private,"10 Total, all industries",183,1120,49450457,44142
02220,2020,70,Total Covered,"10 Total, all industries",364,3675,191125987,52002
02220,2020,71,Federal Government,"10 Total, all industries",11,117,9099776,77831
02220,2020,71,State Government,"10 Total, all industries",18,273,15096935,55283
02220,2020,71,Local Government,"10 Total, all industries",3,422,26640524,63129
02220,2020,71,Private,"10 Total, all industries",332,2863,140288752,48995
02230,2020,70,Total Covered,"10 Total, all industries",124,440,20112830,45685
02230,2020,71,Federal Government,"10 Total, all industries",5,50,3713814,74525
02230,2020,71,State Government,"10 Total, all industries",5,0,0,0
02230,2020,71,Local Government,"10 Total, all industries",3,0,0,0
02230,2020,71,Private,"10 Total, all industries",111,271,9765531,36102
02275,2020,70,Total Covered,"10 Total, all industries",93,725,32369296,44652
02275,2020,71,Federal Government,"10 Total, all industries",5,39,2841309,73324
02275,2020,71,State Government,"10 Total, all industries",8,18,988004,54889
02275,2020,71,Local Government,"10 Total, all industries",4,145,6640493,45770
02275,2020,71,Private,"10 Total, all industries",76,523,21899490,41866
02282,2020,70,Total Covered,"10 Total, all industries",45,294,16132686,54951
02282,2020,71,Federal Government,"10 Total, all industries",7,25,2015745,80096
02282,2020,71,State Government,"10 Total, all industries",5,10,494973,49913
02282,2020,71,Local Government,"10 Total, all industries",3,62,3187841,51074
02282,2020,71,Private,"10 Total, all industries",31,196,10434127,53213
06001,2020,70,Total Covered,"10 Total, all industries",66341,730811,64573079247,88358
06001,2020,71,Federal Government,"10 Total, all industries",103,9050,854974457,94474
06001,2020,71,State Government,"10 Total, all industries",341,26394,2568696878,97320
06001,2020,71,Local Government,"10 Total, all industries",615,68975,6220474731,90184
06001,2020,71,Private,"10 Total, all industries",65283,626392,54928933181,87691
06013,2020,70,Total Covered,"10 Total, all industries",34521,340512,26559608809,77999
06013,2020,71,Federal Government,"10 Total, all industries",54,5110,425435511,83262
06013,2020,71,State Government,"10 Total, all industries",24,622,42546626,68375
06013,2020,71,Local Government,"10 Total, all industries",433,38697,3035569752,78446
06013,2020,71,Private,"10 Total, all industries",34010,296083,23056056920,77870
06015,2020,70,Total Covered,"10 Total, all industries",824,7793,352624474,45248
06015,2020,71,Federal Government,"10 Total, all industries",9,160,9583132,60051
06015,2020,71,State Government,"10 Total, all industries",49,1459,91433187,62683
06015,2020,71,Local Government,"10 Total, all industries",47,1848,83775423,45325
06015,2020,71,Private,"10 Total, all industries",720,4327,167832732,38792
06023,2020,70,Total Covered,"10 Total, all industries",6116,47113,2204593946,46794
06023,2020,71,Federal Government,"10 Total, all industries",64,811,56224266,69306
06023,2020,71,State Government,"10 Total, all industries",226,2760,191059131,69220
06023,2020,71,Local Government,"10 Total, all industries",189,8932,438628662,49107
06023,2020,71,Private,"10 Total, all industries",5638,34610,1518681887,43880
06037,2020,70,Total Covered,"10 Total, all industries",517879,4107318,299595367392,72942
06037,2020,71,Federal Government,"10 Total, all industries",450,50154,4395041724,87630
06037,2020,71,State Government,"10 Total, all industries",1742,75450,6980330908,92516
06037,2020,71,Local Government,"10 Total, all industries",4197,431188,34301872906,79552
06037,2020,71,Private,"10 Total, all industries",511490,3550526,253918121854,71516
06041,2020,70,Total Covered,"10 Total, all industries",12642,104180,8788506653,84359
06041,2020,71,Federal Government,"10 Total, all industries",34,746,53565157,71851
06041,2020,71,State Government,"10 Total, all industries",52,2038,136065647,66753
06041,2020,71,Local Government,"10 Total, all industries",178,11521,1026270571,89077
06041,2020,71,Private,"10 Total, all industries",12379,89875,7572605278,84257
06045,2020,70,Total Covered,"10 Total, all industries",4274,29847,1393533069,46689
06045,2020,71,Federal Government,"10 Total, all industries",34,286,18401659,64304
06045,2020,71,State Government,"10 Total, all industries",18,466,30185610,64811
06045,2020,71,Local Government,"10 Total, all industries",152,5454,287148911,52654
06045,2020,71,Private,"10 Total, all industries",4070,23641,1057796889,44743
06053,2020,70,Total Covered,"10 Total, all industries",14347,183689,9714918391,52888
06053,2020,71,Federal Government,"10 Total, all industries",65,5644,528774532,93681
06053,2020,71,State Government,"10 Total, all industries",188,5326,359852665,67568
06053,2020,71,Local Government,"10 Total, all industries",350,21880,1600401579,73143
06053,2020,71,Private,"10 Total, all industries",13744,150839,7225889615,47905
06055,2020,70,Total Covered,"10 Total, all industries",5926,70478,4390561473,62297
06055,2020,71,Federal Government,"10 Total, all industries",13,249,17094092,68651
06055,2020,71,State Government,"10 Total, all industries",202,4026,290256628,72091
