area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,2013,70,Total Covered,"Total, all industries",5247,62719,2039249324,32514
01003,2013,71,Federal Government,"Total, all industries",33,328,17586042,53602
01003,2013,71,State Government,"Total, all industries",35,1103,40125671,36373
01003,2013,71,Local Government,"Total, all industries",96,7709,294714840,38229
01003,2013,71,Private,"Total, all industries",5083,53578,1686822771,31483
01097,2013,70,Total Covered,"Total, all industries",9492,163890,7005038116,42742
01097,2013,71,Federal Government,"Total, all industries",70,2619,186673423,71286
01097,2013,71,State Government,"Total, all industries",59,6725,362571789,53911
01097,2013,71,Local Government,"Total, all industries",204,15677,560170755,35733
01097,2013,71,Private,"Total, all industries",9159,138870,5895622149,42454
02013,2013,70,Total Covered,"Total, all industries",106,2016,71422429,35432
02013,2013,71,Federal Government,"Total, all industries",8,20,1213862,59698
02013,2013,71,State Government,"Total, all industries",15,0,0,0
02013,2013,71,Local Government,"Total, all industries",19,0,0,0
02013,2013,71,Private,"Total, all industries",64,1737,60713891,34958
02016,2013,70,Total Covered,"Total, all industries",160,3784,176037182,46518
02016,2013,71,Federal Government,"Total, all industries",6,15,997151,67224
02016,2013,71,State Government,"Total, all industries",16,40,3022925,75731
02016,2013,71,Local Government,"Total, all industries",15,435,21296347,48938
02016,2013,71,Private,"Total, all industries",123,3294,150720759,45752
02020,2013,70,Total Covered,"Total, all industries",8346,153467,8245252407,53727
02020,2013,71,Federal Government,"Total, all industries",119,8721,656306012,75259
02020,2013,71,State Government,"Total, all industries",63,0,0,0
02020,2013,71,Local Government,"Total, all industries",12,0,0,0
02020,2013,71,Private,"Total, all industries",8153,125143,6497019850,51917
02050,2013,70,Total Covered,"Total, all industries",379,6886,266871688,38758
02050,2013,71,Federal Government,"Total, all industries",28,74,3767626,51029
02050,2013,71,State Government,"Total, all industries",42,345,25340822,73558
02050,2013,71,Local Government,"Total, all industries",84,2520,81092043,32179
02050,2013,71,Private,"Total, all industries",225,3947,156671197,39690
02060,2013,70,Total Covered,"Total, all industries",92,1364,59921645,43934
02060,2013,71,Federal Government,"Total, all industries",7,51,3717270,73007
02060,2013,71,State Government,"Total, all industries",9,28,1883722,68086
02060,2013,71,Local Government,"Total, all industries",7,163,7179467,44046
02060,2013,71,Private,"Total, all industries",69,1122,47141186,42003
02070,2013,70,Total Covered,"Total, all industries",158,2631,102817248,39077
02070,2013,71,Federal Government,"Total, all industries",14,50,2800444,56480
02070,2013,71,State Government,"Total, all industries",24,104,6354562,61347
02070,2013,71,Local Government,"Total, all industries",26,564,18656105,33088
02070,2013,71,Private,"Total, all industries",94,1914,75006137,39185
02100,2013,70,Total Covered,"Total, all industries",144,998,35873836,35940
02100,2013,71,Federal Government,"Total, all industries",2,10,1090835,105565
02100,2013,71,State Government,"Total, all industries",11,43,1910664,44092
02100,2013,71,Local Government,"Total, all industries",4,156,5223002,33499
02100,2013,71,Private,"Total, all industries",127,789,27649335,35062
02105,2013,70,Total Covered,"Total, all industries",135,736,24519097,33322
02105,2013,71,Federal Government,"Total, all industries",9,104,6016099,57893
02105,2013,71,State Government,"Total, all industries",15,10,456181,44870
02105,2013,71,Local Government,"Total, all industries",21,252,7903709,31395
02105,2013,71,Private,"Total, all industries",90,370,10143108,27414
02110,2013,70,Total Covered,"Total, all industries",1092,17611,861874109,48941
02110,2013,71,Federal Government,"Total, all industries",27,761,66618104,87540
02110,2013,71,State Government,"Total, all industries",34,4020,228367466,56809
02110,2013,71,Local Government,"Total, all industries",7,1970,109505419,55589
02110,2013,71,Private,"Total, all industries",1024,10860,457383120,42118
02122,2013,70,Total Covered,"Total, all industries",1944,20288,947569555,46706
02122,2013,71,Federal Government,"Total, all industries",33,358,26259401,73316
02122,2013,71,State Government,"Total, all industries",79,1195,64836343,54260
02122,2013,71,Local Government,"Total, all industries",39,3109,153997121,49535
02122,2013,71,Private,"Total, all industries",1793,15626,702476690,44956
02130,2013,70,Total Covered,"Total, all industries",617,7322,316768890,43263
02130,2013,71,Federal Government,"Total, all industries",14,246,18142989,73677
02130,2013,71,State Government,"Total, all industries",17,678,36949297,54484
02130,2013,71,Local Government,"Total, all industries",9,1083,53515277,49403
02130,2013,71,Private,"Total, all industries",577,5314,208161327,39170
02150,2013,70,Total Covered,"Total, all industries",481,6309,269237423,42676
02150,2013,71,Federal Government,"Total, all industries",16,320,17305991,54081
02150,2013,71,State Government,"Total, all industries",25,279,15349734,55050
02150,2013,71,Local Government,"Total, all industries",21,810,33294063,41121
02150,2013,71,Private,"Total, all industries",418,4900,203287635,41484
02164,2013,70,Total Covered,"Total, all industries",127,765,28763465,37599
02164,2013,71,Federal Government,"Total, all industries",11,42,1683280,39920
02164,2013,71,State Government,"Total, all industries",9,9,638759,70322
02164,2013,71,Local Government,"Total, all industries",42,355,10676827,30111
02164,2013,71,Private,"Total, all industries",66,359,15764599,43892
02170,2013,70,Total Covered,"Total, all industries",1957,21102,821209559,38915
02170,2013,71,Federal Government,"Total, all industries",20,197,16193222,82304
02170,2013,71,State Government,"Total, all industries",55,1386,70198420,50651
02170,2013,71,Local Government,"Total, all industries",7,3173,141770212,44687
02170,2013,71,Private,"Total, all industries",1875,16347,593047705,36278
02180,2013,70,Total Covered,"Total, all industries",326,3789,172419554,45508
02180,2013,71,Federal Government,"Total, all industries",24,57,2925578,51102
02180,2013,71,State Government,"Total, all industries",36,238,16274048,68474
02180,2013,71,Local Government,"Total, all industries",64,1359,53173916,39122
02180,2013,71,Private,"Total, all industries",202,2135,100046012,46867
02185,2013,70,Total Covered,"Total, all industries",237,14199,1382541279,97369
02185,2013,71,Federal Government,"Total, all industries",11,21,1187023,56977
02185,2013,71,State Government,"Total, all industries",24,61,4117635,67135
02185,2013,71,Local Government,"Total, all industries",30,1777,104030984,58546
02185,2013,71,Private,"Total, all industries",172,12340,1273205637,103179
02188,2013,70,Total Covered,"Total, all industries",180,2892,176158888,60912
02188,2013,71,Federal Government,"Total, all industries",14,50,2544933,50645
02188,2013,71,State Government,"Total, all industries",20,75,5489779,73524
02188,2013,71,Local Government,"Total, all industries",48,953,35524181,37276
02188,2013,71,Private,"Total, all industries",98,1814,132599995,73095
02195,2013,70,Total Covered,"Total, all industries",169,1412,55442309,39265
02195,2013,71,Federal Government,"Total, all industries",6,100,7289768,73019
02195,2013,71,State Government,"Total, all industries",11,42,2065803,49088
02195,2013,71,Local Government,"Total, all industries",5,350,15005366,42872
02195,2013,71,Private,"Total, all industries",147,920,31081372,33781
02198,2013,70,Total Covered,"Total, all industries",245,2122,82304004,38783
02198,2013,71,Federal Government,"Total, all industries",11,88,5611811,63771
02198,2013,71,State Government,"Total, all industries",23,32,1829982,57336
02198,2013,71,Local Government,"Total, all industries",39,834,31259578,37470
02198,2013,71,Private,"Total, all industries",172,1168,43602633,37331
02220,2013,70,Total Covered,"Total, all industries",392,4339,188330484,43407
02220,2013,71,Federal Government,"Total, all industries",11,131,9579790,73362
02220,2013,71,State Government,"Total, all industries",19,349,16508575,47280
02220,2013,71,Local Government,"Total, all industries",4,662,31358312,47351
02220,2013,71,Private,"Total, all industries",358,3197,130883807,40944
02230,2013,70,Total Covered,"Total, all industries",125,853,32487494,38108
02230,2013,71,Federal Government,"Total, all industries",4,53,3353510,63174
02230,2013,71,State Government,"Total, all industries",6,0,0,0
02230,2013,71,Local Government,"Total, all industries",2,0,0,0
02230,2013,71,Private,"Total, all industries",113,684,24080244,35226
02261,2013,70,Total Covered,"Total, all industries",559,4741,238383765,50277
02261,2013,71,Federal Government,"Total, all industries",18,138,8995751,65187
02261,2013,71,State Government,"Total, all industries",57,320,17637644,55161
02261,2013,71,Local Government,"Total, all industries",30,819,34744729,42432
02261,2013,71,Private,"Total, all industries",454,3465,177005641,51086
02270,2013,70,Total Covered,"Total, all industries",144,2285,58408459,25564
02270,2013,71,Federal Government,"Total, all industries",12,21,628930,29713
02270,2013,71,State Government,"Total, all industries",25,24,1483111,62888
02270,2013,71,Local Government,"Total, all industries",46,1496,35043103,23430
02270,2013,71,Private,"Total, all industries",60,744,21253315,28553
02275,2013,70,Total Covered,"Total, all industries",95,859,32085405,37363
02275,2013,71,Federal Government,"Total, all industries",7,50,3094623,62203
02275,2013,71,State Government,"Total, all industries",7,23,1017803,45236
02275,2013,71,Local Government,"Total, all industries",5,250,10946643,43772
02275,2013,71,Private,"Total, all industries",76,536,17026336,31741
02282,2013,70,Total Covered,"Total, all industries",47,305,11439277,37547
02282,2013,71,Federal Government,"Total, all industries",6,25,1606599,65353
