area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,1991,26,Total Covered,All Industries,2523,29008,457468168,15770
01003,1991,27,Federal Government,All Industries,27,189,5310303,28096
01003,1991,27,State Government,All Industries,27,984,18057994,18351
01003,1991,27,Local Government,All Industries,76,4285,80284440,18736
01003,1991,27,Private,All Industries,2393,23550,353815431,15024
01097,1991,26,Total Covered,All Industries,8554,149482,3246894497,21720
01097,1991,27,Federal Government,All Industries,49,2933,99550029,33941
01097,1991,27,State Government,All Industries,48,8374,201806066,24099
01097,1991,27,Local Government,All Industries,49,13060,269712960,20651
01097,1991,27,Private,All Industries,8408,125115,2675825442,21386
02013,1991,26,Total Covered,All Industries,63,1672,40960037,24497
02013,1991,27,Federal Government,All Industries,6,26,1049714,40373
02013,1991,27,State Government,All Industries,10,32,1355250,42351
02013,1991,27,Local Government,All Industries,8,214,5726448,26759
02013,1991,27,Private,All Industries,39,1399,32828625,23465
02016,1991,26,Total Covered,All Industries,170,4578,128609718,28092
02016,1991,27,Federal Government,All Industries,17,792,15141838,19118
02016,1991,27,State Government,All Industries,9,37,862023,23297
02016,1991,27,Local Government,All Industries,8,410,14415820,35160
02016,1991,27,Private,All Industries,136,3340,98190037,29398
02020,1991,26,Total Covered,All Industries,6119,111863,3560373387,31827
02020,1991,27,Federal Government,All Industries,67,10668,376874904,35327
02020,1991,27,State Government,All Industries,47,7633,286648421,37553
02020,1991,27,Local Government,All Industries,6,8338,326007115,39098
02020,1991,27,Private,All Industries,5998,85224,2570842947,30165
02050,1991,26,Total Covered,All Industries,293,4301,104026310,24186
02050,1991,27,Federal Government,All Industries,14,295,10111651,34276
02050,1991,27,State Government,All Industries,29,343,15162318,44205
02050,1991,27,Local Government,All Industries,41,1595,38400096,24075
02050,1991,27,Private,All Industries,209,2068,40352245,19512
02060,1991,26,Total Covered,All Industries,86,1017,29707367,29210
02060,1991,27,Federal Government,All Industries,8,88,2586925,29396
02060,1991,27,State Government,All Industries,7,28,1407709,50275
02060,1991,27,Local Government,All Industries,5,287,8760800,30525
02060,1991,27,Private,All Industries,66,613,16951933,27654
02070,1991,26,Total Covered,All Industries,138,1905,48457788,25437
02070,1991,27,Federal Government,All Industries,7,55,1735310,31551
02070,1991,27,State Government,All Industries,13,62,2883856,46513
02070,1991,27,Local Government,All Industries,9,410,10729756,26170
02070,1991,27,Private,All Industries,108,1378,33108866,24026
02100,1991,26,Total Covered,All Industries,97,813,21196436,26071
02100,1991,27,Federal Government,All Industries,3,9,366146,40682
02100,1991,27,State Government,All Industries,8,39,1519310,38956
02100,1991,27,Local Government,All Industries,3,120,3545225,29543
02100,1991,27,Private,All Industries,83,644,15765755,24480
02110,1991,26,Total Covered,All Industries,864,13852,418359846,30202
02110,1991,27,Federal Government,All Industries,25,1039,43394021,41765
02110,1991,27,State Government,All Industries,34,4410,172712996,39163
02110,1991,27,Local Government,All Industries,4,1471,50834161,34557
02110,1991,27,Private,All Industries,800,6932,151418668,21843
02122,1991,26,Total Covered,All Industries,1328,14194,420403565,29618
02122,1991,27,Federal Government,All Industries,29,289,10370979,35885
02122,1991,27,State Government,All Industries,69,1023,38313422,37452
02122,1991,27,Local Government,All Industries,13,1980,66549900,33611
02122,1991,27,Private,All Industries,1218,10902,305169264,27992
02130,1991,26,Total Covered,All Industries,497,7242,222157056,30676
02130,1991,27,Federal Government,All Industries,14,289,10527987,36429
02130,1991,27,State Government,All Industries,17,513,19784634,38566
02130,1991,27,Local Government,All Industries,7,922,30743071,33343
02130,1991,27,Private,All Industries,459,5519,161101364,29190
02150,1991,26,Total Covered,All Industries,394,5640,133327576,23639
02150,1991,27,Federal Government,All Industries,7,165,6173637,37415
02150,1991,27,State Government,All Industries,19,269,10566811,39281
02150,1991,27,Local Government,All Industries,9,647,19176014,29638
02150,1991,27,Private,All Industries,359,4559,97411114,21366
02164,1991,26,Total Covered,All Industries,71,518,10553112,20372
02164,1991,27,Federal Government,All Industries,3,42,1364622,32491
02164,1991,27,State Government,All Industries,4,7,482580,68940
02164,1991,27,Local Government,All Industries,14,87,996556,11454
02164,1991,27,Private,All Industries,50,381,7709354,20234
02170,1991,26,Total Covered,All Industries,796,7681,200636812,26121
02170,1991,27,Federal Government,All Industries,17,107,3744972,34999
02170,1991,27,State Government,All Industries,45,790,29262012,37040
02170,1991,27,Local Government,All Industries,5,1600,51327980,32079
02170,1991,27,Private,All Industries,729,5184,116301848,22434
02180,1991,26,Total Covered,All Industries,229,2760,70881603,25681
02180,1991,27,Federal Government,All Industries,15,95,3458041,36400
