area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,1997,26,Total Covered,All Industries,3657,42676,856732971,20075
01003,1997,27,Federal Government,All Industries,36,263,9096139,34586
01003,1997,27,State Government,All Industries,30,1038,23634955,22769
01003,1997,27,Local Government,All Industries,89,5966,143162854,23996
01003,1997,27,Private,All Industries,3502,35409,680839023,19227
01097,1997,26,Total Covered,All Industries,9727,168879,4468208314,26458
01097,1997,27,Federal Government,All Industries,58,2589,115521499,44620
01097,1997,27,State Government,All Industries,66,8420,262383695,31161
01097,1997,27,Local Government,All Industries,51,14388,347848850,24176
01097,1997,27,Private,All Industries,9552,143483,3742454270,26082
02013,1997,26,Total Covered,All Industries,89,1650,44735142,27112
02013,1997,27,Federal Government,All Industries,5,20,780841,39042
02013,1997,27,State Government,All Industries,9,16,601360,37585
02013,1997,27,Local Government,All Industries,10,207,5482426,26485
02013,1997,27,Private,All Industries,65,1406,37870515,26934
02016,1997,26,Total Covered,All Industries,168,3410,104753642,30719
02016,1997,27,Federal Government,All Industries,11,83,1649017,19867
02016,1997,27,State Government,All Industries,13,30,1240237,41341
02016,1997,27,Local Government,All Industries,6,377,14469768,38381
02016,1997,27,Private,All Industries,139,2919,87394620,29939
02020,1997,26,Total Covered,All Industries,7016,121921,4241220033,34786
02020,1997,27,Federal Government,All Industries,83,9955,460548793,46263
02020,1997,27,State Government,All Industries,44,7607,290994858,38253
02020,1997,27,Local Government,All Industries,6,8850,382666448,43239
02020,1997,27,Private,All Industries,6883,95510,3107009934,32530
02050,1997,26,Total Covered,All Industries,319,5437,138550399,25482
02050,1997,27,Federal Government,All Industries,15,132,4723853,35786
02050,1997,27,State Government,All Industries,30,305,14342988,47026
02050,1997,27,Local Government,All Industries,39,1659,43255007,26072
02050,1997,27,Private,All Industries,236,3341,76228551,22816
02060,1997,26,Total Covered,All Industries,97,1087,33827420,31119
02060,1997,27,Federal Government,All Industries,8,51,2686957,52685
02060,1997,27,State Government,All Industries,9,29,1225077,42244
02060,1997,27,Local Government,All Industries,5,306,10029633,32776
02060,1997,27,Private,All Industries,76,700,19885753,28408
02070,1997,26,Total Covered,All Industries,152,2189,59915108,27370
02070,1997,27,Federal Government,All Industries,8,52,1813281,34870
02070,1997,27,State Government,All Industries,18,65,2636735,40565
02070,1997,27,Local Government,All Industries,14,387,12736814,32911
02070,1997,27,Private,All Industries,112,1685,42728278,25358
02100,1997,26,Total Covered,All Industries,129,881,22609969,25663
02100,1997,27,Federal Government,All Industries,4,12,656038,54669
02100,1997,27,State Government,All Industries,8,33,1328135,40246
02100,1997,27,Local Government,All Industries,3,125,3682440,29459
02100,1997,27,Private,All Industries,115,711,16943356,23830
02110,1997,26,Total Covered,All Industries,1047,16165,511240455,31626
02110,1997,27,Federal Government,All Industries,26,868,46378501,53431
02110,1997,27,State Government,All Industries,24,4044,156548315,38711
02110,1997,27,Local Government,All Industries,4,1615,60875541,37693
02110,1997,27,Private,All Industries,993,9638,247438098,25673
02122,1997,26,Total Covered,All Industries,1649,16015,488728464,30516
02122,1997,27,Federal Government,All Industries,35,415,19286978,46474
02122,1997,27,State Government,All Industries,70,994,37313745,37538
02122,1997,27,Local Government,All Industries,14,2600,90887259,34956
02122,1997,27,Private,All Industries,1530,12006,341240482,28422
02130,1997,26,Total Covered,All Industries,596,7183,234804994,32688
02130,1997,27,Federal Government,All Industries,15,308,14010914,45489
02130,1997,27,State Government,All Industries,18,589,21356885,36259
02130,1997,27,Local Government,All Industries,7,884,30092675,34041
02130,1997,27,Private,All Industries,557,5402,169344520,31348
02150,1997,26,Total Covered,All Industries,479,6111,159353670,26076
02150,1997,27,Federal Government,All Industries,12,172,7886623,45852
02150,1997,27,State Government,All Industries,19,249,9451995,37959
02150,1997,27,Local Government,All Industries,10,690,21915855,31762
02150,1997,27,Private,All Industries,438,5001,120099197,24015
02164,1997,26,Total Covered,All Industries,107,625,12881762,20610
02164,1997,27,Federal Government,All Industries,7,47,1618384,34433
02164,1997,27,State Government,All Industries,9,6,277236,46206
02164,1997,27,Local Government,All Industries,14,97,1430220,14744
02164,1997,27,Private,All Industries,78,476,9555922,20075
02170,1997,26,Total Covered,All Industries,1100,10555,287463795,27234
02170,1997,27,Federal Government,All Industries,22,138,6079270,44052
02170,1997,27,State Government,All Industries,0,0,0,0
02170,1997,27,Local Government,All Industries,0,0,0,0
02170,1997,27,Private,All Industries,1034,7787,187882193,24127
02180,1997,26,Total Covered,All Industries,270,3479,95590054,27476
02180,1997,27,Federal Government,All Industries,15,84,3307568,39375
02180,1997,27,State Government,All Industries,25,194,9508034,49010
02180,1997,27,Local Government,All Industries,28,1069,28471013,26633
02180,1997,27,Private,All Industries,202,2133,54303439,25458
02185,1997,26,Total Covered,All Industries,194,7928,465242848,58683
02185,1997,27,Federal Government,All Industries,8,38,1739907,45787
02185,1997,27,State Government,All Industries,0,0,0,0
02185,1997,27,Local Government,All Industries,0,0,0,0
02185,1997,27,Private,All Industries,160,5784,365570590,63203
02188,1997,26,Total Covered,All Industries,138,2514,98463089,39165
02188,1997,27,Federal Government,All Industries,9,62,2004130,32324
02188,1997,27,State Government,All Industries,17,54,2814738,52124
02188,1997,27,Local Government,All Industries,21,652,20795448,31894
02188,1997,27,Private,All Industries,92,1745,72848773,41747
02220,1997,26,Total Covered,All Industries,357,3750,103400631,27573
02220,1997,27,Federal Government,All Industries,8,234,10694021,45700
02220,1997,27,State Government,All Industries,18,297,9614554,32372
02220,1997,27,Local Government,All Industries,3,486,16246992,33430
02220,1997,27,Private,All Industries,327,2734,66845064,24449
02261,1997,26,Total Covered,All Industries,545,4671,169554197,36299
02261,1997,27,Federal Government,All Industries,18,140,5247115,37479
02261,1997,27,State Government,All Industries,50,369,14778811,40050
02261,1997,27,Local Government,All Industries,10,700,24080904,34401
02261,1997,27,Private,All Industries,467,3464,125447367,36214
02270,1997,26,Total Covered,All Industries,125,1764,33943100,19242
02270,1997,27,Federal Government,All Industries,11,40,1064275,26606
02270,1997,27,State Government,All Industries,17,24,593257,24719
02270,1997,27,Local Government,All Industries,22,974,21600327,22176
02270,1997,27,Private,All Industries,75,726,10685241,14717
02282,1997,26,Total Covered,All Industries,47,473,16540241,34968
02282,1997,27,Federal Government,All Industries,5,23,997970,43390
02282,1997,27,State Government,All Industries,0,0,0,0
02282,1997,27,Local Government,All Industries,0,0,0,0
02282,1997,27,Private,All Industries,36,379,13265449,35001
06001,1997,26,Total Covered,All Industries,39620,634555,23243691197,36629
06001,1997,27,Federal Government,All Industries,117,13497,623488489,46194
06001,1997,27,State Government,All Industries,425,31101,1439451665,46283
06001,1997,27,Local Government,All Industries,153,63858,2507615988,39268
06001,1997,27,Private,All Industries,38925,526099,18673135055,35493
06013,1997,26,Total Covered,All Industries,23694,308198,11080922576,35953
06013,1997,27,Federal Government,All Industries,69,6418,294645871,45909
06013,1997,27,State Government,All Industries,31,650,19787854,30442
06013,1997,27,Local Government,All Industries,109,36080,1225702972,33971
06013,1997,27,Private,All Industries,23486,265050,9540785879,35996
06015,1997,26,Total Covered,All Industries,788,7723,164648797,21319
06015,1997,27,Federal Government,All Industries,13,155,5768847,37218
06015,1997,27,State Government,All Industries,31,1348,40485726,30033
06015,1997,27,Local Government,All Industries,25,1281,32757595,25571
06015,1997,27,Private,All Industries,719,4940,85636629,17335
06023,1997,26,Total Covered,All Industries,4831,48710,1100681120,22596
06023,1997,27,Federal Government,All Industries,58,803,29815692,37130
06023,1997,27,State Government,All Industries,243,2156,84942019,39397
06023,1997,27,Local Government,All Industries,87,6787,164247442,24200
06023,1997,27,Private,All Industries,4444,38964,821675967,21088
06037,1997,26,Total Covered,All Industries,270410,3883760,135766705350,34957
06037,1997,27,Federal Government,All Industries,404,57491,2583654446,44940
06037,1997,27,State Government,All Industries,2272,58149,2416793774,41562
06037,1997,27,Local Government,All Industries,574,406867,14514860723,35674
06037,1997,27,Private,All Industries,267160,3361250,116251396410,34585
06041,1997,26,Total Covered,All Industries,10719,104368,3637107587,34848
06041,1997,27,Federal Government,All Industries,44,1069,45170733,42255
06041,1997,27,State Government,All Industries,45,2101,67350518,32056
06041,1997,27,Local Government,All Industries,82,10200,365228519,35806
06041,1997,27,Private,All Industries,10547,90999,3159357817,34718
06045,1997,26,Total Covered,All Industries,3819,32309,676652453,20943
06045,1997,27,Federal Government,All Industries,40,303,11563409,38163
06045,1997,27,State Government,All Industries,18,376,10225850,27196
06045,1997,27,Local Government,All Industries,68,5203,134106456,25774
06045,1997,27,Private,All Industries,3693,26427,520756738,19705
06053,1997,26,Total Covered,All Industries,10149,151174,3944344150,26091
06053,1997,27,Federal Government,All Industries,77,5375,215927087,40172
06053,1997,27,State Government,All Industries,165,4022,121114712,30113
06053,1997,27,Local Government,All Industries,119,17885,602411881,33682
06053,1997,27,Private,All Industries,9789,123892,3004890470,24254
06055,1997,26,Total Covered,All Industries,4145,52901,1441906735,27256
06055,1997,27,Federal Government,All Industries,19,302,11899229,39401
06055,1997,27,State Government,All Industries,179,2675,90612948,33874
06055,1997,27,Local Government,All Industries,30,5109,159032593,31127
06055,1997,27,Private,All Industries,3917,44816,1180361965,26337
06059,1997,26,Total Covered,All Industries,73956,1234921,41678041870,33749
06059,1997,27,Federal Government,All Industries,147,13418,588584490,43865
06059,1997,27,State Government,All Industries,414,15898,608158693,38253
06059,1997,27,Local Government,All Industries,230,96972,3348204873,34527
06059,1997,27,Private,All Industries,73166,1108633,37133093814,33494
06073,1997,26,Total Covered,All Industries,67248,1061735,32230731103,30356
06073,1997,27,Federal Government,All Industries,216,44176,1847807556,41828
06073,1997,27,State Government,All Industries,615,25515,1002519857,39291
06073,1997,27,Local Government,All Industries,184,114234,3669722716,32124
06073,1997,27,Private,All Industries,66234,877810,25710680974,29289
06075,1997,26,Total Covered,All Industries,37651,559696,24798503556,44307
06075,1997,27,Federal Government,All Industries,92,19897,998908017,50203
06075,1997,27,State Government,All Industries,895,28252,1254068450,44388
06075,1997,27,Local Government,All Industries,28,38950,1788245545,45911
06075,1997,27,Private,All Industries,36637,472597,20757281544,43921
06079,1997,26,Total Covered,All Industries,7115,86970,2148455449,24703
06079,1997,27,Federal Government,All Industries,47,672,23596945,35114
06079,1997,27,State Government,All Industries,425,7772,310220455,39915
06079,1997,27,Local Government,All Industries,77,9873,290567058,29430
06079,1997,27,Private,All Industries,6567,68653,1524070991,22199
06081,1997,26,Total Covered,All Industries,21950,330436,14028523195,42454
06081,1997,27,Federal Government,All Industries,65,3606,179271492,49714
06081,1997,27,State Government,All Industries,36,645,15056246,23343
06081,1997,27,Local Government,All Industries,128,23999,911871559,37996
06081,1997,27,Private,All Industries,21720,302186,12922323898,42762
06083,1997,26,Total Covered,All Industries,11742,165707,4597563889,27745
06083,1997,27,Federal Government,All Industries,64,3553,137040086,38570
06083,1997,27,State Government,All Industries,0,0,0,0
06083,1997,27,Local Government,All Industries,0,0,0,0
06083,1997,27,Private,All Industries,11520,137676,3691588715,26813
06085,1997,26,Total Covered,All Industries,45649,934096,45448222883,48654
06085,1997,27,Federal Government,All Industries,82,13353,599862185,44923
06085,1997,27,State Government,All Industries,471,6922,265666898,38380
06085,1997,27,Local Government,All Industries,146,66427,2547830734,38355
06085,1997,27,Private,All Industries,44951,847394,42034863066,49604
06087,1997,26,Total Covered,All Industries,7529,99997,2715914834,27159
06087,1997,27,Federal Government,All Industries,29,531,21770685,40999
06087,1997,27,State Government,All Industries,0,0,0,0
06087,1997,27,Local Government,All Industries,0,0,0,0
06087,1997,27,Private,All Industries,7402,84759,2225918513,26261
06095,1997,26,Total Covered,All Industries,7606,104061,2807967523,26983
06095,1997,27,Federal Government,All Industries,41,4945,175621461,35514
06095,1997,27,State Government,All Industries,80,3287,100343799,30527
06095,1997,27,Local Government,All Industries,62,15514,489374078,31544
06095,1997,27,Private,All Industries,7424,80315,2042628185,25432
06097,1997,26,Total Covered,All Industries,14581,171546,4935556330,28771
06097,1997,27,Federal Government,All Industries,60,1819,74390051,40896
06097,1997,27,State Government,All Industries,266,4770,169369413,35507
06097,1997,27,Local Government,All Industries,119,19152,600872175,31373
06097,1997,27,Private,All Industries,14136,145806,4090924691,28057
06111,1997,26,Total Covered,All Industries,17466,257252,7843368053,30489
06111,1997,27,Federal Government,All Industries,69,9220,453970170,49237
06111,1997,27,State Government,All Industries,123,2381,75314776,31631
06111,1997,27,Local Government,All Industries,106,28735,988938916,34415
06111,1997,27,Private,All Industries,17169,216916,6325144191,29159
09001,1997,26,Total Covered,All Industries,31559,412182,20611369727,50005
09001,1997,27,Federal Government,All Industries,100,4526,197843368,43712
09001,1997,27,State Government,All Industries,113,5544,226157038,40793
09001,1997,27,Local Government,All Industries,400,30678,1243312645,40527
09001,1997,27,Private,All Industries,30946,371435,18944056676,51002
09007,1997,26,Total Covered,All Industries,4593,64096,2187623475,34130
09007,1997,27,Federal Government,All Industries,48,332,13862833,41755
09007,1997,27,State Government,All Industries,50,3493,158634340,45414
09007,1997,27,Local Government,All Industries,202,4990,172516125,34572
09007,1997,27,Private,All Industries,4293,55281,1842610177,33331
09009,1997,26,Total Covered,All Industries,22094,355559,12063303329,33927
09009,1997,27,Federal Government,All Industries,110,6732,280481409,41663
09009,1997,27,State Government,All Industries,178,10479,395902691,37780
09009,1997,27,Local Government,All Industries,423,27764,976434203,35169
09009,1997,27,Private,All Industries,21384,310585,10410485026,33518
09011,1997,26,Total Covered,All Industries,6474,119709,3956734353,33052
09011,1997,27,Federal Government,All Industries,80,2707,97824149,36137
09011,1997,27,State Government,All Industries,110,4114,152061942,36962
09011,1997,27,Local Government,All Industries,282,9193,325122170,35366
09011,1997,27,Private,All Industries,6002,103696,3381726092,32611
10001,1997,26,Total Covered,All Industries,2560,48170,1195775077,24824
10001,1997,27,Federal Government,All Industries,31,1754,59965814,34188
10001,1997,27,State Government,All Industries,38,6743,211527688,31369
10001,1997,27,Local Government,All Industries,18,4181,111925069,26769
10001,1997,27,Private,All Industries,2473,35492,812356506,22888
10003,1997,26,Total Covered,All Industries,14569,266656,9448426064,35433
