area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,2007,70,Total Covered,"Total, all industries",5337,62600,1884879602,30110
01003,2007,71,Federal Government,"Total, all industries",37,304,14938800,49154
01003,2007,71,State Government,"Total, all industries",32,1026,36051412,35138
01003,2007,71,Local Government,"Total, all industries",98,7354,259794444,35326
01003,2007,71,Private,"Total, all industries",5171,53916,1574094946,29195
01097,2007,70,Total Covered,"Total, all industries",10003,174174,6425356915,36890
01097,2007,71,Federal Government,"Total, all industries",67,2549,165214396,64826
01097,2007,71,State Government,"Total, all industries",61,8248,376960371,45701
01097,2007,71,Local Government,"Total, all industries",207,16607,541387012,32599
01097,2007,71,Private,"Total, all industries",9668,146770,5341795136,36396
02013,2007,70,Total Covered,"Total, all industries",99,1876,57775600,30796
02013,2007,71,Federal Government,"Total, all industries",8,22,1305922,59360
02013,2007,71,State Government,"Total, all industries",8,20,650763,32812
02013,2007,71,Local Government,"Total, all industries",19,231,7137192,30841
02013,2007,71,Private,"Total, all industries",64,1603,48681723,30372
02016,2007,70,Total Covered,"Total, all industries",166,3725,146092991,39222
02016,2007,71,Federal Government,"Total, all industries",6,18,997880,54430
02016,2007,71,State Government,"Total, all industries",14,38,2058297,54766
02016,2007,71,Local Government,"Total, all industries",12,430,18030919,41900
02016,2007,71,Private,"Total, all industries",134,3239,125005895,38600
02020,2007,70,Total Covered,"Total, all industries",8069,145892,6799617994,46607
02020,2007,71,Federal Government,"Total, all industries",110,9318,641504991,68848
02020,2007,71,State Government,"Total, all industries",48,0,0,0
02020,2007,71,Local Government,"Total, all industries",14,0,0,0
02020,2007,71,Private,"Total, all industries",7897,117326,5272506515,44939
02050,2007,70,Total Covered,"Total, all industries",364,6658,221904728,33328
02050,2007,71,Federal Government,"Total, all industries",32,102,5177351,50883
02050,2007,71,State Government,"Total, all industries",32,311,17449190,56062
02050,2007,71,Local Government,"Total, all industries",83,2571,71064801,27638
02050,2007,71,Private,"Total, all industries",217,3674,128213386,34898
02060,2007,70,Total Covered,"Total, all industries",95,1352,53657859,39676
02060,2007,71,Federal Government,"Total, all industries",8,58,3658496,63351
02060,2007,71,State Government,"Total, all industries",8,31,1531218,49931
02060,2007,71,Local Government,"Total, all industries",7,138,6149605,44616
02060,2007,71,Private,"Total, all industries",72,1126,42318540,37578
02070,2007,70,Total Covered,"Total, all industries",166,2492,83801598,33629
02070,2007,71,Federal Government,"Total, all industries",15,54,2621843,48181
02070,2007,71,State Government,"Total, all industries",22,93,4771348,51397
02070,2007,71,Local Government,"Total, all industries",23,573,16387641,28591
02070,2007,71,Private,"Total, all industries",106,1772,60020766,33881
02100,2007,70,Total Covered,"Total, all industries",131,1042,32066533,30776
02100,2007,71,Federal Government,"Total, all industries",3,16,1218678,78624
02100,2007,71,State Government,"Total, all industries",9,39,1642527,41937
02100,2007,71,Local Government,"Total, all industries",4,141,4027609,28565
02100,2007,71,Private,"Total, all industries",115,846,25177719,29752
02105,2007,70,Total Covered,"Total, all industries",67,412,12582650,30571
02105,2007,71,Federal Government,"Total, all industries",6,69,3562593,52009
02105,2007,71,State Government,"Total, all industries",7,5,205338,40394
02105,2007,71,Local Government,"Total, all industries",12,117,3182786,27262
02105,2007,71,Private,"Total, all industries",43,221,5631933,25455
02110,2007,70,Total Covered,"Total, all industries",1086,17488,710470237,40627
02110,2007,71,Federal Government,"Total, all industries",36,869,65440009,75312
02110,2007,71,State Government,"Total, all industries",26,3982,185296267,46529
02110,2007,71,Local Government,"Total, all industries",9,2115,89044409,42111
02110,2007,71,Private,"Total, all industries",1016,10522,370689552,35231
02122,2007,70,Total Covered,"Total, all industries",1877,18045,682284533,37810
02122,2007,71,Federal Government,"Total, all industries",36,416,27150216,65213
02122,2007,71,State Government,"Total, all industries",66,1139,50844701,44633
02122,2007,71,Local Government,"Total, all industries",44,3307,141504450,42789
02122,2007,71,Private,"Total, all industries",1731,13183,462785166,35106
02130,2007,70,Total Covered,"Total, all industries",588,7173,266032008,37090
02130,2007,71,Federal Government,"Total, all industries",15,308,19179944,62222
02130,2007,71,State Government,"Total, all industries",15,673,31839264,47327
02130,2007,71,Local Government,"Total, all industries",9,1043,44564958,42745
02130,2007,71,Private,"Total, all industries",549,5149,170447842,33103
02150,2007,70,Total Covered,"Total, all industries",454,5509,204181539,37066
02150,2007,71,Federal Government,"Total, all industries",21,342,16641419,48671
02150,2007,71,State Government,"Total, all industries",21,266,12498232,47001
02150,2007,71,Local Government,"Total, all industries",21,807,27947624,34639
02150,2007,71,Private,"Total, all industries",392,4094,147094264,35930
02164,2007,70,Total Covered,"Total, all industries",122,786,27231166,34631
02164,2007,71,Federal Government,"Total, all industries",12,41,1697235,41480
02164,2007,71,State Government,"Total, all industries",8,8,444248,54398
02164,2007,71,Local Government,"Total, all industries",40,351,8657147,24658
02164,2007,71,Private,"Total, all industries",62,386,16432536,42553
02170,2007,70,Total Covered,"Total, all industries",1779,17758,603457700,33983
02170,2007,71,Federal Government,"Total, all industries",20,199,13840443,69463
02170,2007,71,State Government,"Total, all industries",43,966,41048547,42486
02170,2007,71,Local Government,"Total, all industries",9,2449,102681793,41927
02170,2007,71,Private,"Total, all industries",1707,14143,445886917,31527
02180,2007,70,Total Covered,"Total, all industries",287,3515,127131507,36172
02180,2007,71,Federal Government,"Total, all industries",26,69,3601311,52319
02180,2007,71,State Government,"Total, all industries",29,224,12745174,56898
02180,2007,71,Local Government,"Total, all industries",64,1272,38758123,30466
02180,2007,71,Private,"Total, all industries",168,1950,72026899,36943
02185,2007,70,Total Covered,"Total, all industries",193,11894,940840807,79104
02185,2007,71,Federal Government,"Total, all industries",12,23,1270162,54631
02185,2007,71,State Government,"Total, all industries",18,61,3673604,60554
02185,2007,71,Local Government,"Total, all industries",30,1548,74582859,48172
02185,2007,71,Private,"Total, all industries",133,10262,861314182,83936
02188,2007,70,Total Covered,"Total, all industries",158,2875,130299593,45322
02188,2007,71,Federal Government,"Total, all industries",17,50,2458531,49418
02188,2007,71,State Government,"Total, all industries",17,65,3428015,52537
02188,2007,71,Local Government,"Total, all industries",44,1067,31176274,29216
02188,2007,71,Private,"Total, all industries",80,1693,93236773,55075
02220,2007,70,Total Covered,"Total, all industries",370,4260,150755350,35385
02220,2007,71,Federal Government,"Total, all industries",11,180,10930846,60699
02220,2007,71,State Government,"Total, all industries",18,341,12781471,37464
02220,2007,71,Local Government,"Total, all industries",4,608,25415110,41818
02220,2007,71,Private,"Total, all industries",337,3131,101627923,32454
02230,2007,70,Total Covered,"Total, all industries",58,413,15757292,38115
02230,2007,71,Federal Government,"Total, all industries",2,27,1551253,57277
02230,2007,71,State Government,"Total, all industries",3,0,0,0
02230,2007,71,Local Government,"Total, all industries",1,0,0,0
02230,2007,71,Private,"Total, all industries",53,333,12143316,36512
02261,2007,70,Total Covered,"Total, all industries",528,4650,211643295,45516
02261,2007,71,Federal Government,"Total, all industries",19,142,8178342,57560
02261,2007,71,State Government,"Total, all industries",47,289,13442341,46513
02261,2007,71,Local Government,"Total, all industries",29,786,27915865,35535
02261,2007,71,Private,"Total, all industries",433,3433,162106747,47218
02270,2007,70,Total Covered,"Total, all industries",139,2140,47779943,22329
02270,2007,71,Federal Government,"Total, all industries",13,31,1052033,34305
02270,2007,71,State Government,"Total, all industries",19,28,1224065,43847
02270,2007,71,Local Government,"Total, all industries",44,1432,28829405,20130
02270,2007,71,Private,"Total, all industries",63,649,16674440,25689
02282,2007,70,Total Covered,"Total, all industries",47,326,11250055,34562
02282,2007,71,Federal Government,"Total, all industries",6,27,1573251,57383
02282,2007,71,State Government,"Total, all industries",4,0,0,0
02282,2007,71,Local Government,"Total, all industries",3,0,0,0
02282,2007,71,Private,"Total, all industries",34,197,6592815,33438
06001,2007,70,Total Covered,"Total, all industries",49291,686655,39955719775,58189
06001,2007,71,Federal Government,"Total, all industries",113,10319,708886014,68700
06001,2007,71,State Government,"Total, all industries",286,31223,2115752592,67762
06001,2007,71,Local Government,"Total, all industries",451,67823,4156072189,61278
06001,2007,71,Private,"Total, all industries",48441,577290,32975008980,57120
06013,2007,70,Total Covered,"Total, all industries",27933,344954,19088527509,55336
06013,2007,71,Federal Government,"Total, all industries",61,5598,341861829,61067
06013,2007,71,State Government,"Total, all industries",17,521,25988818,49867
06013,2007,71,Local Government,"Total, all industries",407,42150,2250171410,53385
06013,2007,71,Private,"Total, all industries",27448,296684,16470505452,55515
06015,2007,70,Total Covered,"Total, all industries",845,8438,276584051,32777
06015,2007,71,Federal Government,"Total, all industries",10,152,7643653,50425
06015,2007,71,State Government,"Total, all industries",35,1633,81753437,50071
06015,2007,71,Local Government,"Total, all industries",50,1824,64610180,35419
06015,2007,71,Private,"Total, all industries",750,4830,122576781,25379
06023,2007,70,Total Covered,"Total, all industries",5188,49097,1564148426,31858
06023,2007,71,Federal Government,"Total, all industries",66,754,39698347,52639
06023,2007,71,State Government,"Total, all industries",221,2583,134718723,52148
06023,2007,71,Local Government,"Total, all industries",178,9469,313416406,33099
06023,2007,71,Private,"Total, all industries",4724,36290,1076314950,29658
06037,2007,70,Total Covered,"Total, all industries",397584,4200998,211566441027,50361
06037,2007,71,Federal Government,"Total, all industries",443,50542,3158162011,62486
06037,2007,71,State Government,"Total, all industries",1610,74064,3824351677,51635
06037,2007,71,Local Government,"Total, all industries",1944,457000,25555657074,55920
06037,2007,71,Private,"Total, all industries",393588,3619392,179028270265,49464
06041,2007,70,Total Covered,"Total, all industries",11429,108655,6054797486,55725
06041,2007,71,Federal Government,"Total, all industries",41,683,39786048,58245
06041,2007,71,State Government,"Total, all industries",47,1929,95115080,49321
06041,2007,71,Local Government,"Total, all industries",170,10963,612634364,55882
06041,2007,71,Private,"Total, all industries",11171,95081,5307261994,55819
06045,2007,70,Total Covered,"Total, all industries",4090,32760,1033680047,31553
06045,2007,71,Federal Government,"Total, all industries",37,276,13625968,49369
06045,2007,71,State Government,"Total, all industries",18,677,28679987,42343
06045,2007,71,Local Government,"Total, all industries",149,6323,249049484,39385
06045,2007,71,Private,"Total, all industries",3887,25483,742324608,29130
06053,2007,70,Total Covered,"Total, all industries",12169,170471,6719725836,39419
06053,2007,71,Federal Government,"Total, all industries",74,4941,384601650,77840
06053,2007,71,State Government,"Total, all industries",142,4161,202780780,48736
