area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,2006,70,Total Covered,"Total, all industries",5068,59291,1748925435,29497
01003,2006,71,Federal Government,"Total, all industries",37,333,15917163,47859
01003,2006,71,State Government,"Total, all industries",35,969,33000469,34068
01003,2006,71,Local Government,"Total, all industries",96,6850,228383364,33342
01003,2006,71,Private,"Total, all industries",4900,51140,1471624439,28776
01097,2006,70,Total Covered,"Total, all industries",9847,170428,6156799260,36126
01097,2006,71,Federal Government,"Total, all industries",64,2472,157724714,63804
01097,2006,71,State Government,"Total, all industries",64,8433,360323791,42729
01097,2006,71,Local Government,"Total, all industries",207,16198,502178450,31002
01097,2006,71,Private,"Total, all industries",9512,143325,5136572305,35839
02013,2006,70,Total Covered,"Total, all industries",94,1946,58995786,30323
02013,2006,71,Federal Government,"Total, all industries",8,23,1211685,53457
02013,2006,71,State Government,"Total, all industries",8,0,0,0
02013,2006,71,Local Government,"Total, all industries",20,0,0,0
02013,2006,71,Private,"Total, all industries",58,1691,50525601,29875
02016,2006,70,Total Covered,"Total, all industries",169,3877,147912523,38152
02016,2006,71,Federal Government,"Total, all industries",6,16,1033433,62950
02016,2006,71,State Government,"Total, all industries",14,40,1992653,49920
02016,2006,71,Local Government,"Total, all industries",14,434,18216577,41966
02016,2006,71,Private,"Total, all industries",136,3387,126669860,37404
02020,2006,70,Total Covered,"Total, all industries",8049,144931,6408333827,44216
02020,2006,71,Federal Government,"Total, all industries",97,9340,594539465,63655
02020,2006,71,State Government,"Total, all industries",49,0,0,0
02020,2006,71,Local Government,"Total, all industries",16,0,0,0
02020,2006,71,Private,"Total, all industries",7887,116420,4928063716,42330
02050,2006,70,Total Covered,"Total, all industries",359,6712,210005009,31289
02050,2006,71,Federal Government,"Total, all industries",14,106,4987421,46867
02050,2006,71,State Government,"Total, all industries",31,307,16984026,55338
02050,2006,71,Local Government,"Total, all industries",87,2669,68486782,25657
02050,2006,71,Private,"Total, all industries",227,3629,119546780,32941
02060,2006,70,Total Covered,"Total, all industries",99,1289,49419817,38355
02060,2006,71,Federal Government,"Total, all industries",8,63,3728985,58801
