area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,1993,26,Total Covered,All Industries,2786,32550,555874280,17077
01003,1993,27,Federal Government,All Industries,33,210,6555653,31217
01003,1993,27,State Government,All Industries,27,1020,20010752,19618
01003,1993,27,Local Government,All Industries,81,4813,95314134,19803
01003,1993,27,Private,All Industries,2645,26507,433993741,16372
01097,1993,26,Total Covered,All Industries,8863,157087,3624736696,23074
01097,1993,27,Federal Government,All Industries,52,2862,109873089,38390
01097,1993,27,State Government,All Industries,48,8924,233287444,26141
01097,1993,27,Local Government,All Industries,50,13532,283739330,20968
01097,1993,27,Private,All Industries,8713,131769,2997836833,22750
02013,1993,26,Total Covered,All Industries,74,1510,35673072,23624
02013,1993,27,Federal Government,All Industries,8,27,999115,37004
02013,1993,27,State Government,All Industries,10,15,620568,41371
02013,1993,27,Local Government,All Industries,9,240,6356390,26484
02013,1993,27,Private,All Industries,47,1228,27696999,22554
02016,1993,26,Total Covered,All Industries,185,5550,156122413,28130
02016,1993,27,Federal Government,All Industries,16,692,15470718,22356
02016,1993,27,State Government,All Industries,15,44,1330129,30230
02016,1993,27,Local Government,All Industries,8,479,17440415,36410
02016,1993,27,Private,All Industries,146,4334,121881151,28122
02020,1993,26,Total Covered,All Industries,6518,115433,3899564882,33782
02020,1993,27,Federal Government,All Industries,82,11801,466316912,39515
02020,1993,27,State Government,All Industries,47,7561,306458647,40531
02020,1993,27,Local Government,All Industries,9,8662,372895192,43049
02020,1993,27,Private,All Industries,6379,87409,2753894131,31505
02050,1993,26,Total Covered,All Industries,299,4984,126625875,25406
02050,1993,27,Federal Government,All Industries,15,179,6471794,36155
02050,1993,27,State Government,All Industries,28,311,15252082,49042
02050,1993,27,Local Government,All Industries,38,1573,39093529,24852
02050,1993,27,Private,All Industries,218,2920,65808470,22537
02060,1993,26,Total Covered,All Industries,90,1026,31375146,30580
02060,1993,27,Federal Government,All Industries,9,110,2674955,24317
02060,1993,27,State Government,All Industries,7,30,1502480,50082
02060,1993,27,Local Government,All Industries,5,294,9131073,31058
02060,1993,27,Private,All Industries,68,592,18066638,30517
02070,1993,26,Total Covered,All Industries,156,2041,53615530,26269
02070,1993,27,Federal Government,All Industries,6,56,1965097,35091
02070,1993,27,State Government,All Industries,17,57,2588853,45418
02070,1993,27,Local Government,All Industries,12,398,11094689,27876
02070,1993,27,Private,All Industries,120,1530,37966891,24814
02100,1993,26,Total Covered,All Industries,110,828,21569023,26049
02100,1993,27,Federal Government,All Industries,3,9,415705,46189
02100,1993,27,State Government,All Industries,0,0,0,0
02100,1993,27,Local Government,All Industries,3,123,3529602,28695
02100,1993,27,Private,All Industries,96,660,16085909,24372
02110,1993,26,Total Covered,All Industries,919,14280,455016073,31863
02110,1993,27,Federal Government,All Industries,27,959,44977987,46900
02110,1993,27,State Government,All Industries,31,4168,173113040,41533
02110,1993,27,Local Government,All Industries,4,1549,57515180,37130
02110,1993,27,Private,All Industries,856,7604,179409866,23594
02122,1993,26,Total Covered,All Industries,1447,15225,453891762,29812
02122,1993,27,Federal Government,All Industries,31,357,14708618,41200
02122,1993,27,State Government,All Industries,64,970,39473736,40694
02122,1993,27,Local Government,All Industries,13,2263,73736500,32583
02122,1993,27,Private,All Industries,1340,11636,325972908,28014
02130,1993,26,Total Covered,All Industries,534,7444,235345381,31615
02130,1993,27,Federal Government,All Industries,13,322,13175800,40918
02130,1993,27,State Government,All Industries,16,554,22455703,40533
02130,1993,27,Local Government,All Industries,7,904,32013375,35413
02130,1993,27,Private,All Industries,497,5664,167700503,29608
02150,1993,26,Total Covered,All Industries,439,5250,144385999,27502
02150,1993,27,Federal Government,All Industries,8,171,7160498,41874
02150,1993,27,State Government,All Industries,21,258,10683009,41407
02150,1993,27,Local Government,All Industries,10,651,20887622,32085
02150,1993,27,Private,All Industries,399,4170,105654870,25336
02164,1993,26,Total Covered,All Industries,89,617,12255234,19862
02164,1993,27,Federal Government,All Industries,6,63,1941008,30809
02164,1993,27,State Government,All Industries,0,0,0,0
02164,1993,27,Local Government,All Industries,16,112,1280975,11437
02164,1993,27,Private,All Industries,61,435,8598206,19765
02170,1993,26,Total Covered,All Industries,854,8463,235974119,27883
02170,1993,27,Federal Government,All Industries,19,116,4536846,39110
02170,1993,27,State Government,All Industries,37,768,29996977,39058
02170,1993,27,Local Government,All Industries,5,1749,61135410,34954
02170,1993,27,Private,All Industries,793,5829,140304886,24070
02180,1993,26,Total Covered,All Industries,241,3017,80296239,26614
02180,1993,27,Federal Government,All Industries,17,91,3560305,39124
02180,1993,27,State Government,All Industries,26,206,10708532,51983
02180,1993,27,Local Government,All Industries,29,1011,26044539,25761
02180,1993,27,Private,All Industries,169,1708,39982863,23409
02185,1993,26,Total Covered,All Industries,197,7323,427671618,58401
02185,1993,27,Federal Government,All Industries,6,57,2215223,38863
02185,1993,27,State Government,All Industries,17,55,3172148,57675
02185,1993,27,Local Government,All Industries,10,1877,87341647,46532
02185,1993,27,Private,All Industries,163,5333,334942600,62805
02188,1993,26,Total Covered,All Industries,131,2215,77978302,35204
02188,1993,27,Federal Government,All Industries,11,74,2627447,35506
02188,1993,27,State Government,All Industries,21,72,3669810,50969
02188,1993,27,Local Government,All Industries,22,682,20196685,29613
02188,1993,27,Private,All Industries,78,1387,51484360,37119
02220,1993,26,Total Covered,All Industries,331,3992,113119575,28336
02220,1993,27,Federal Government,All Industries,8,265,10637068,40139
02220,1993,27,State Government,All Industries,18,310,10222877,32977
02220,1993,27,Local Government,All Industries,3,464,15446319,33289
02220,1993,27,Private,All Industries,302,2952,76813311,26020
02261,1993,26,Total Covered,All Industries,450,4535,162284248,35784
02261,1993,27,Federal Government,All Industries,16,126,4581341,36359
02261,1993,27,State Government,All Industries,41,453,18731937,41350
02261,1993,27,Local Government,All Industries,12,699,22832807,32664
02261,1993,27,Private,All Industries,381,3257,116138163,35658
02270,1993,26,Total Covered,All Industries,104,1368,26007240,19011
02270,1993,27,Federal Government,All Industries,4,32,747725,23366
02270,1993,27,State Government,All Industries,11,21,644076,30670
02270,1993,27,Local Government,All Industries,18,822,17810317,21667
02270,1993,27,Private,All Industries,71,492,6805122,13831
02282,1993,26,Total Covered,All Industries,39,290,7133907,24599
02282,1993,27,Federal Government,All Industries,5,22,895423,40701
02282,1993,27,State Government,All Industries,0,0,0,0
02282,1993,27,Local Government,All Industries,0,0,0,0
02282,1993,27,Private,All Industries,27,203,4293790,21151
06001,1993,26,Total Covered,All Industries,38536,572750,18142726386,31676
06001,1993,27,Federal Government,All Industries,123,21689,812297737,37452
06001,1993,27,State Government,All Industries,324,29874,1217549749,40756
06001,1993,27,Local Government,All Industries,146,60108,2089364613,34760
06001,1993,27,Private,All Industries,37942,461079,14023514287,30414
06013,1993,26,Total Covered,All Industries,24202,288306,9153643599,31749
06013,1993,27,Federal Government,All Industries,72,6542,261154455,39919
06013,1993,27,State Government,All Industries,38,663,22549940,34011
