area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,1997,70,Total Covered,"Total, all industries",3624,42617,857469698,20121
01003,1997,71,Federal Government,"Total, all industries",36,263,9096139,34586
01003,1997,71,State Government,"Total, all industries",30,1036,23942950,23120
01003,1997,71,Local Government,"Total, all industries",88,5966,143162854,23997
01003,1997,71,Private,"Total, all industries",3470,35352,681267755,19271
01097,1997,70,Total Covered,"Total, all industries",9661,168678,4507283546,26721
01097,1997,71,Federal Government,"Total, all industries",58,2589,115521499,44629
01097,1997,71,State Government,"Total, all industries",66,8416,264594970,31441
01097,1997,71,Local Government,"Total, all industries",51,14388,347848850,24177
01097,1997,71,Private,"Total, all industries",9486,143287,3779318227,26376
02013,1997,70,Total Covered,"Total, all industries",88,1650,44678758,27086
02013,1997,71,Federal Government,"Total, all industries",5,20,780841,38560
02013,1997,71,Private,"Total, all industries",65,1406,37814131,26888
02016,1997,70,Total Covered,"Total, all industries",168,3411,104815788,30733
02016,1997,71,Federal Government,"Total, all industries",11,83,1649017,19828
02016,1997,71,State Government,"Total, all industries",13,30,1240237,40887
02016,1997,71,Local Government,"Total, all industries",6,377,14469768,38339
02016,1997,71,Private,"Total, all industries",139,2920,87456766,29954
02020,1997,70,Total Covered,"Total, all industries",7007,121898,4243221490,34810
02020,1997,71,Federal Government,"Total, all industries",83,9955,460548793,46265
02020,1997,71,Private,"Total, all industries",6874,95486,3109011391,32560
02050,1997,70,Total Covered,"Total, all industries",319,5470,138470600,25314
02050,1997,71,Federal Government,"Total, all industries",15,132,4723853,35877
02050,1997,71,State Government,"Total, all industries",30,305,14342988,47103
02050,1997,71,Local Government,"Total, all industries",39,1659,43255007,26068
02050,1997,71,Private,"Total, all industries",236,3375,76148752,22565
02060,1997,70,Total Covered,"Total, all industries",97,1086,33799533,31123
02060,1997,71,Federal Government,"Total, all industries",8,51,2686957,52514
02060,1997,71,Private,"Total, all industries",76,700,19857866,28372
02070,1997,70,Total Covered,"Total, all industries",152,2189,59901043,27369
02070,1997,71,Federal Government,"Total, all industries",8,52,1813281,35039
02070,1997,71,State Government,"Total, all industries",18,65,2636735,40461
02070,1997,71,Local Government,"Total, all industries",14,387,12736814,32905
02070,1997,71,Private,"Total, all industries",112,1685,42714213,25355
02100,1997,70,Total Covered,"Total, all industries",129,875,22583117,25804
02100,1997,71,Federal Government,"Total, all industries",4,12,656038,54670
02100,1997,71,State Government,"Total, all industries",8,33,1328135,40554
02100,1997,71,Local Government,"Total, all industries",3,125,3682440,29381
02100,1997,71,Private,"Total, all industries",115,705,16916504,23992
02110,1997,70,Total Covered,"Total, all industries",1048,16165,511283400,31628
02110,1997,71,Federal Government,"Total, all industries",26,868,46378501,53442
02110,1997,71,State Government,"Total, all industries",25,4044,156548315,38711
02110,1997,71,Local Government,"Total, all industries",4,1615,60875541,37690
02110,1997,71,Private,"Total, all industries",993,9638,247481043,25677
02122,1997,70,Total Covered,"Total, all industries",1649,16012,488664067,30519
02122,1997,71,Federal Government,"Total, all industries",35,415,19286978,46447
02122,1997,71,State Government,"Total, all industries",70,994,37313745,37552
02122,1997,71,Local Government,"Total, all industries",14,2600,90887259,34952
02122,1997,71,Private,"Total, all industries",1530,12002,341176085,28426
02130,1997,70,Total Covered,"Total, all industries",596,7180,234741272,32692
02130,1997,71,Federal Government,"Total, all industries",15,308,14010914,45539
02130,1997,71,State Government,"Total, all industries",18,589,21356885,36280
02130,1997,71,Local Government,"Total, all industries",7,884,30092675,34032
02130,1997,71,Private,"Total, all industries",557,5400,169280798,31350
02150,1997,70,Total Covered,"Total, all industries",478,6108,159183826,26062
02150,1997,71,Federal Government,"Total, all industries",12,172,7886623,45897
02150,1997,71,State Government,"Total, all industries",19,249,9451995,37998
02150,1997,71,Local Government,"Total, all industries",10,690,21915855,31777
02150,1997,71,Private,"Total, all industries",437,4998,119929353,23997
02164,1997,70,Total Covered,"Total, all industries",106,626,12885096,20597
02164,1997,71,Federal Government,"Total, all industries",7,47,1618384,34618
02164,1997,71,Private,"Total, all industries",78,476,9559256,20082
02170,1997,70,Total Covered,"Total, all industries",1099,10548,287363328,27244
02170,1997,71,Federal Government,"Total, all industries",22,138,6079270,44000
02170,1997,71,State Government,"Total, all industries",40,816,29310902,35920
02170,1997,71,Local Government,"Total, all industries",5,1814,64191430,35390
02170,1997,71,Private,"Total, all industries",1033,7780,187781726,24138
02180,1997,70,Total Covered,"Total, all industries",270,3476,95552573,27487
02180,1997,71,Federal Government,"Total, all industries",15,84,3307568,39259
02180,1997,71,State Government,"Total, all industries",25,194,9508034,49095
02180,1997,71,Local Government,"Total, all industries",28,1067,28451163,26663
02180,1997,71,Private,"Total, all industries",202,2131,54285808,25470
02185,1997,70,Total Covered,"Total, all industries",194,7928,465213526,58682
02185,1997,71,Federal Government,"Total, all industries",8,38,1739907,46295
