area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,2018,70,Total Covered,"10 Total, all industries",6305,74051,2724884967,36797
01003,2018,71,Federal Government,"10 Total, all industries",33,353,21246259,60216
01003,2018,71,State Government,"10 Total, all industries",38,1220,46976610,38495
01003,2018,71,Local Government,"10 Total, all industries",85,8025,335259386,41779
01003,2018,71,Private,"10 Total, all industries",6150,64454,2321402712,36017
01097,2018,70,Total Covered,"10 Total, all industries",10237,171077,8133175351,47541
01097,2018,71,Federal Government,"10 Total, all industries",71,2552,206033376,80724
01097,2018,71,State Government,"10 Total, all industries",63,6330,378877034,59852
01097,2018,71,Local Government,"10 Total, all industries",219,15099,589199818,39023
01097,2018,71,Private,"10 Total, all industries",9885,147095,6959065123,47310
02013,2018,70,Total Covered,"10 Total, all industries",100,2183,124760837,57151
02013,2018,71,Federal Government,"10 Total, all industries",8,14,979109,69936
02013,2018,71,State Government,"10 Total, all industries",11,19,873724,46599
02013,2018,71,Local Government,"10 Total, all industries",18,227,8917042,39239
02013,2018,71,Private,"10 Total, all industries",63,1923,113990962,59278
02016,2018,70,Total Covered,"10 Total, all industries",169,3328,205641722,61793
02016,2018,71,Federal Government,"10 Total, all industries",5,14,1097913,76599
02016,2018,71,State Government,"10 Total, all industries",15,26,1882366,71482
02016,2018,71,Local Government,"10 Total, all industries",14,448,23279014,51933
02016,2018,71,Private,"10 Total, all industries",135,2839,179382429,63185
02020,2018,70,Total Covered,"10 Total, all industries",8199,148160,8655299737,58419
02020,2018,71,Federal Government,"10 Total, all industries",105,8270,710398603,85902
02020,2018,71,State Government,"10 Total, all industries",57,0,0,0
02020,2018,71,Local Government,"10 Total, all industries",12,0,0,0
02020,2018,71,Private,"10 Total, all industries",8026,121485,6797331316,55952
02050,2018,70,Total Covered,"10 Total, all industries",343,6967,304654019,43728
02050,2018,71,Federal Government,"10 Total, all industries",24,74,3877779,52461
02050,2018,71,State Government,"10 Total, all industries",49,307,24258109,79038
02050,2018,71,Local Government,"10 Total, all industries",71,2544,86112768,33844
02050,2018,71,Private,"10 Total, all industries",200,4042,190405363,47110
02060,2018,70,Total Covered,"10 Total, all industries",124,1300,72840902,56031
02060,2018,71,Federal Government,"10 Total, all industries",7,46,3518389,76905
02060,2018,71,State Government,"10 Total, all industries",8,24,1904151,78253
02060,2018,71,Local Government,"10 Total, all industries",7,145,7431851,51195
02060,2018,71,Private,"10 Total, all industries",102,1085,59986511,55300
02070,2018,70,Total Covered,"10 Total, all industries",158,2561,118624766,46326
02070,2018,71,Federal Government,"10 Total, all industries",11,44,2830242,64939
02070,2018,71,State Government,"10 Total, all industries",21,84,5681631,67840
02070,2018,71,Local Government,"10 Total, all industries",26,589,20363187,34563
02070,2018,71,Private,"10 Total, all industries",100,1844,89749706,48667
02100,2018,70,Total Covered,"10 Total, all industries",157,996,41495429,41662
02100,2018,71,Federal Government,"10 Total, all industries",2,10,1162763,118247
02100,2018,71,State Government,"10 Total, all industries",12,37,1754247,47519
02100,2018,71,Local Government,"10 Total, all industries",3,129,5173708,40003
02100,2018,71,Private,"10 Total, all industries",140,820,33404711,40742
02105,2018,70,Total Covered,"10 Total, all industries",134,794,29076243,36631
02105,2018,71,Federal Government,"10 Total, all industries",9,103,7066432,68941
02105,2018,71,State Government,"10 Total, all industries",13,10,435398,44278
02105,2018,71,Local Government,"10 Total, all industries",16,258,8792771,34103
02105,2018,71,Private,"10 Total, all industries",95,424,12781642,30175
02110,2018,70,Total Covered,"10 Total, all industries",1116,17308,910410262,52601
02110,2018,71,Federal Government,"10 Total, all industries",24,690,69207148,100276
02110,2018,71,State Government,"10 Total, all industries",32,3484,212325507,60949
