area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,2019,70,Total Covered,"10 Total, all industries",6471,76419,2926328541,38293
01003,2019,71,Federal Government,"10 Total, all industries",35,361,21126528,58576
01003,2019,71,State Government,"10 Total, all industries",38,1179,47424852,40213
01003,2019,71,Local Government,"10 Total, all industries",89,8303,357099365,43009
01003,2019,71,Private,"10 Total, all industries",6310,66576,2500677796,37561
01097,2019,70,Total Covered,"10 Total, all industries",10302,171826,8354150885,48620
01097,2019,71,Federal Government,"10 Total, all industries",73,2651,212844163,80286
01097,2019,71,State Government,"10 Total, all industries",63,6286,382660599,60880
01097,2019,71,Local Government,"10 Total, all industries",221,14991,602705886,40205
01097,2019,71,Private,"10 Total, all industries",9945,147898,7155940237,48384
02013,2019,70,Total Covered,"10 Total, all industries",98,2405,135896732,56502
02013,2019,71,Federal Government,"10 Total, all industries",7,14,972237,67438
02013,2019,71,State Government,"10 Total, all industries",11,17,1050348,63021
02013,2019,71,Local Government,"10 Total, all industries",18,237,9309279,39293
02013,2019,71,Private,"10 Total, all industries",62,2137,124564868,58285
02016,2019,70,Total Covered,"10 Total, all industries",169,3342,210922160,63119
02016,2019,71,Federal Government,"10 Total, all industries",5,13,995495,79112
02016,2019,71,State Government,"10 Total, all industries",15,25,1813451,73025
02016,2019,71,Local Government,"10 Total, all industries",14,459,25076489,54603
02016,2019,71,Private,"10 Total, all industries",135,2845,183036725,64336
02020,2019,70,Total Covered,"10 Total, all industries",8193,147964,8931601306,60364
02020,2019,71,Federal Government,"10 Total, all industries",104,8261,718951388,87034
02020,2019,71,State Government,"10 Total, all industries",58,0,0,0
02020,2019,71,Local Government,"10 Total, all industries",13,0,0,0
02020,2019,71,Private,"10 Total, all industries",8019,121558,7050177557,57998
02050,2019,70,Total Covered,"10 Total, all industries",342,6896,313020893,45393
02050,2019,71,Federal Government,"10 Total, all industries",26,85,4717807,55613
02050,2019,71,State Government,"10 Total, all industries",48,296,24229956,81881
02050,2019,71,Local Government,"10 Total, all industries",72,2563,89417004,34885
02050,2019,71,Private,"10 Total, all industries",196,3952,194656126,49257
02060,2019,70,Total Covered,"10 Total, all industries",131,1287,74187556,57629
02060,2019,71,Federal Government,"10 Total, all industries",7,42,3460175,82713
02060,2019,71,State Government,"10 Total, all industries",8,23,1834453,81531
02060,2019,71,Local Government,"10 Total, all industries",7,138,8065382,58586
02060,2019,71,Private,"10 Total, all industries",109,1085,60827546,56045
02070,2019,70,Total Covered,"10 Total, all industries",159,2498,121120728,48484
02070,2019,71,Federal Government,"10 Total, all industries",10,45,2939902,65331
02070,2019,71,State Government,"10 Total, all industries",21,77,5280035,68350
02070,2019,71,Local Government,"10 Total, all industries",27,578,20878114,36127
02070,2019,71,Private,"10 Total, all industries",102,1798,92022677,51181
02100,2019,70,Total Covered,"10 Total, all industries",155,1019,41626854,40854
02100,2019,71,Federal Government,"10 Total, all industries",2,11,1339588,125586
02100,2019,71,State Government,"10 Total, all industries",12,37,1842815,49918
02100,2019,71,Local Government,"10 Total, all industries",3,131,5401499,41180
02100,2019,71,Private,"10 Total, all industries",138,840,33042952,39329
02105,2019,70,Total Covered,"10 Total, all industries",135,837,30032539,35863
02105,2019,71,Federal Government,"10 Total, all industries",9,100,6952419,69351
02105,2019,71,State Government,"10 Total, all industries",14,10,478860,47101
02105,2019,71,Local Government,"10 Total, all industries",17,278,8578752,30914
02105,2019,71,Private,"10 Total, all industries",96,450,14022508,31196
02110,2019,70,Total Covered,"10 Total, all industries",1109,17552,931895573,53095
02110,2019,71,Federal Government,"10 Total, all industries",24,665,66186042,99503
02110,2019,71,State Government,"10 Total, all industries",32,3462,214139541,61857
02110,2019,71,Local Government,"10 Total, all industries",6,2292,131586615,57403
02110,2019,71,Private,"10 Total, all industries",1048,11132,519983375,46710
02122,2019,70,Total Covered,"10 Total, all industries",2079,19694,1006800620,51123
02122,2019,71,Federal Government,"10 Total, all industries",30,364,30924128,84937
02122,2019,71,State Government,"10 Total, all industries",74,1182,72951559,61736
02122,2019,71,Local Government,"10 Total, all industries",36,3172,181600888,57260
02122,2019,71,Private,"10 Total, all industries",1940,14976,721324045,48164
02130,2019,70,Total Covered,"10 Total, all industries",600,7298,357413348,48975
02130,2019,71,Federal Government,"10 Total, all industries",12,217,19134166,88007
02130,2019,71,State Government,"10 Total, all industries",17,547,32358706,59202
02130,2019,71,Local Government,"10 Total, all industries",8,1099,62494346,56869
02130,2019,71,Private,"10 Total, all industries",563,5435,243426130,44789
02150,2019,70,Total Covered,"10 Total, all industries",492,5783,280650259,48534
02150,2019,71,Federal Government,"10 Total, all industries",15,263,16591214,62985
02150,2019,71,State Government,"10 Total, all industries",24,222,13372702,60192
02150,2019,71,Local Government,"10 Total, all industries",19,983,46756291,47553
02150,2019,71,Private,"10 Total, all industries",434,4314,203930052,47274
02164,2019,70,Total Covered,"10 Total, all industries",120,940,38799618,41262
02164,2019,71,Federal Government,"10 Total, all industries",10,42,2009687,48426
02164,2019,71,State Government,"10 Total, all industries",8,0,0,0
02164,2019,71,Local Government,"10 Total, all industries",36,0,0,0
02164,2019,71,Private,"10 Total, all industries",67,537,25607770,47672
02170,2019,70,Total Covered,"10 Total, all industries",2249,24486,1105740183,45158
02170,2019,71,Federal Government,"10 Total, all industries",20,230,21889695,95207
02170,2019,71,State Government,"10 Total, all industries",54,1393,79856563,57310
02170,2019,71,Local Government,"10 Total, all industries",8,3367,160070593,47543
02170,2019,71,Private,"10 Total, all industries",2167,19496,843923332,43287
02180,2019,70,Total Covered,"10 Total, all industries",305,3864,211219411,54659
02180,2019,71,Federal Government,"10 Total, all industries",22,56,3737712,67346
02180,2019,71,State Government,"10 Total, all industries",33,208,15847183,76158
02180,2019,71,Local Government,"10 Total, all industries",63,1390,58534726,42106
02180,2019,71,Private,"10 Total, all industries",187,2211,133099790,60210
02185,2019,70,Total Covered,"10 Total, all industries",245,12648,1328282526,105018
02185,2019,71,Federal Government,"10 Total, all industries",9,18,1144952,65116
02185,2019,71,State Government,"10 Total, all industries",17,51,3642383,70956
02185,2019,71,Local Government,"10 Total, all industries",33,1957,122230326,62469
02185,2019,71,Private,"10 Total, all industries",186,10623,1201264865,113086
02188,2019,70,Total Covered,"10 Total, all industries",164,2898,217368562,75009
02188,2019,71,Federal Government,"10 Total, all industries",14,50,3203174,64493
02188,2019,71,State Government,"10 Total, all industries",21,59,5217886,88066
02188,2019,71,Local Government,"10 Total, all industries",49,878,42946495,48900
02188,2019,71,Private,"10 Total, all industries",81,1911,166001007,86877
02195,2019,70,Total Covered,"10 Total, all industries",162,1246,54832739,44025
02195,2019,71,Federal Government,"10 Total, all industries",5,80,6415603,80699
02195,2019,71,State Government,"10 Total, all industries",9,37,1895635,50776
02195,2019,71,Local Government,"10 Total, all industries",5,359,17195823,47899
02195,2019,71,Private,"10 Total, all industries",144,770,29325678,38102
02198,2019,70,Total Covered,"10 Total, all industries",240,2253,99213089,44036
02198,2019,71,Federal Government,"10 Total, all industries",11,94,6559096,70088
02198,2019,71,State Government,"10 Total, all industries",19,29,1715427,59323
02198,2019,71,Local Government,"10 Total, all industries",35,928,37412491,40337
02198,2019,71,Private,"10 Total, all industries",176,1203,53526075,44494
02220,2019,70,Total Covered,"10 Total, all industries",359,4231,206698085,48852
02220,2019,71,Federal Government,"10 Total, all industries",10,108,9043506,83543
02220,2019,71,State Government,"10 Total, all industries",18,297,15210584,51257
02220,2019,71,Local Government,"10 Total, all industries",4,568,32889054,57920
02220,2019,71,Private,"10 Total, all industries",327,3258,149554941,45900
02230,2019,70,Total Covered,"10 Total, all industries",130,960,39990057,41638
02230,2019,71,Federal Government,"10 Total, all industries",5,52,3743952,72698
02230,2019,71,State Government,"10 Total, all industries",5,0,0,0
02230,2019,71,Local Government,"10 Total, all industries",3,0,0,0
02230,2019,71,Private,"10 Total, all industries",117,785,29682329,37824
02261,2019,70,Total Covered,"10 Total, all industries",563,4917,284339251,57829
02261,2019,71,Federal Government,"10 Total, all industries",17,138,10324769,74998
02261,2019,71,State Government,"10 Total, all industries",47,254,14426135,56908
02261,2019,71,Local Government,"10 Total, all industries",26,839,42606179,50757
02261,2019,71,Private,"10 Total, all industries",473,3686,216982168,58861
02275,2019,70,Total Covered,"10 Total, all industries",94,824,35245707,42774
02275,2019,71,Federal Government,"10 Total, all industries",5,41,3038485,73512
02275,2019,71,State Government,"10 Total, all industries",8,19,1002602,52083
02275,2019,71,Local Government,"10 Total, all industries",4,174,7029663,40342
02275,2019,71,Private,"10 Total, all industries",77,589,24174957,41032
02282,2019,70,Total Covered,"10 Total, all industries",41,276,13147910,47666
02282,2019,71,Federal Government,"10 Total, all industries",6,24,1887462,77302
02282,2019,71,State Government,"10 Total, all industries",5,12,527230,44555
02282,2019,71,Local Government,"10 Total, all industries",3,70,2985625,42907
02282,2019,71,Private,"10 Total, all industries",27,170,7747593,45574
06001,2019,70,Total Covered,"10 Total, all industries",65435,793213,63132769266,79591
06001,2019,71,Federal Government,"10 Total, all industries",104,8700,824596496,94779
06001,2019,71,State Government,"10 Total, all industries",341,26331,2403957116,91299
06001,2019,71,Local Government,"10 Total, all industries",618,73648,6046362526,82099
06001,2019,71,Private,"10 Total, all industries",64372,684535,53857853128,78678
06013,2019,70,Total Covered,"10 Total, all industries",33482,369280,26177240915,70887
06013,2019,71,Federal Government,"10 Total, all industries",55,4726,391905993,82921
06013,2019,71,State Government,"10 Total, all industries",24,653,42115281,64479
06013,2019,71,Local Government,"10 Total, all industries",435,41960,2994475269,71365
06013,2019,71,Private,"10 Total, all industries",32968,321941,22748744372,70661
06015,2019,70,Total Covered,"10 Total, all industries",823,8205,331141205,40358
06015,2019,71,Federal Government,"10 Total, all industries",9,146,8366532,57338
06015,2019,71,State Government,"10 Total, all industries",48,1469,77791306,52973
06015,2019,71,Local Government,"10 Total, all industries",48,1984,82288128,41472
06015,2019,71,Private,"10 Total, all industries",720,4607,162695239,35319
06023,2019,70,Total Covered,"10 Total, all industries",5904,50974,2129478987,41776
06023,2019,71,Federal Government,"10 Total, all industries",64,763,50524844,66219
06023,2019,71,State Government,"10 Total, all industries",227,2817,178281908,63299
06023,2019,71,Local Government,"10 Total, all industries",188,9724,418616132,43048
06023,2019,71,Private,"10 Total, all industries",5425,37670,1482056103,39343
06037,2019,70,Total Covered,"10 Total, all industries",507326,4509905,302717654831,67123
06037,2019,71,Federal Government,"10 Total, all industries",454,47327,4121719849,87090
06037,2019,71,State Government,"10 Total, all industries",1764,77500,6776775327,87442
06037,2019,71,Local Government,"10 Total, all industries",4147,450838,33482630973,74268
06037,2019,71,Private,"10 Total, all industries",500961,3934240,258336528682,65664
06041,2019,70,Total Covered,"10 Total, all industries",12523,116240,8594448439,73937
06041,2019,71,Federal Government,"10 Total, all industries",34,669,51196065,76507
06041,2019,71,State Government,"10 Total, all industries",52,2001,119264083,59617
06041,2019,71,Local Government,"10 Total, all industries",177,12516,1016675698,81230
06041,2019,71,Private,"10 Total, all industries",12261,101055,7407312593,73300
06045,2019,70,Total Covered,"10 Total, all industries",4280,32450,1349027729,41573
06045,2019,71,Federal Government,"10 Total, all industries",34,271,16556688,61132
06045,2019,71,State Government,"10 Total, all industries",18,429,23127496,53963
06045,2019,71,Local Government,"10 Total, all industries",151,6050,289544349,47857
06045,2019,71,Private,"10 Total, all industries",4078,25700,1019799196,39681
06053,2019,70,Total Covered,"10 Total, all industries",14197,198165,9809852067,49504
06053,2019,71,Federal Government,"10 Total, all industries",66,5165,499067731,96631
06053,2019,71,State Government,"10 Total, all industries",194,5439,330025532,60676
06053,2019,71,Local Government,"10 Total, all industries",352,23108,1573462240,68091
06053,2019,71,Private,"10 Total, all industries",13586,164453,7407296564,45042
06055,2019,70,Total Covered,"10 Total, all industries",5914,79729,4588769705,57555
06055,2019,71,Federal Government,"10 Total, all industries",13,224,15966832,71175
06055,2019,71,State Government,"10 Total, all industries",201,4052,274591523,67774
06055,2019,71,Local Government,"10 Total, all industries",94,6338,433297667,68370
06055,2019,71,Private,"10 Total, all industries",5607,69116,3864913683,55920
06059,2019,70,Total Covered,"10 Total, all industries",125845,1650571,106915675358,64775
06059,2019,71,Federal Government,"10 Total, all industries",130,11060,913393190,82588
06059,2019,71,State Government,"10 Total, all industries",431,25904,2085151900,80496
