area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,2000,70,Total Covered,"Total, all industries",4076,48952,1111836793,22713
01003,2000,71,Federal Government,"Total, all industries",33,350,11827812,33762
01003,2000,71,State Government,"Total, all industries",31,972,25668248,26396
01003,2000,71,Local Government,"Total, all industries",85,6631,175378177,26448
01003,2000,71,Private,"Total, all industries",3927,40999,898962556,21927
01097,2000,70,Total Covered,"Total, all industries",9895,169234,4843677498,28621
01097,2000,71,Federal Government,"Total, all industries",51,2636,125575673,47639
01097,2000,71,State Government,"Total, all industries",66,8838,288536802,32647
01097,2000,71,Local Government,"Total, all industries",53,15248,408847599,26813
01097,2000,71,Private,"Total, all industries",9725,142513,4020717424,28213
02013,2000,70,Total Covered,"Total, all industries",94,1396,44873873,32148
02013,2000,71,Federal Government,"Total, all industries",8,24,896088,37863
02013,2000,71,Private,"Total, all industries",58,1148,37502679,32665
02016,2000,70,Total Covered,"Total, all industries",166,3128,111654881,35691
02016,2000,71,Federal Government,"Total, all industries",10,29,1316758,44889
02016,2000,71,State Government,"Total, all industries",20,36,1593414,44571
02016,2000,71,Local Government,"Total, all industries",7,361,14421494,39912
02016,2000,71,Private,"Total, all industries",129,2702,94323215,34909
02020,2000,70,Total Covered,"Total, all industries",7122,129792,4752920903,36619
02020,2000,71,Federal Government,"Total, all industries",81,9898,506694184,51190
02020,2000,71,Private,"Total, all industries",6981,102831,3548187544,34505
02050,2000,70,Total Covered,"Total, all industries",338,5928,152547718,25735
02050,2000,71,Federal Government,"Total, all industries",15,123,4488664,36444
02050,2000,71,State Government,"Total, all industries",34,296,14046678,47455
02050,2000,71,Local Government,"Total, all industries",37,1859,44867453,24132
02050,2000,71,Private,"Total, all industries",253,3649,89144923,24429
02060,2000,70,Total Covered,"Total, all industries",91,1051,34356267,32679
02060,2000,71,Federal Government,"Total, all industries",8,41,1931241,47587
02060,2000,71,Private,"Total, all industries",68,699,21690950,31046
02070,2000,70,Total Covered,"Total, all industries",152,2353,68844980,29254
02070,2000,71,Federal Government,"Total, all industries",10,53,1771218,33367
02070,2000,71,State Government,"Total, all industries",19,78,3335705,43041
02070,2000,71,Local Government,"Total, all industries",9,427,11908582,27911
02070,2000,71,Private,"Total, all industries",114,1796,51829475,28857
02100,2000,70,Total Covered,"Total, all industries",143,979,26679529,27266
02100,2000,71,Federal Government,"Total, all industries",5,14,732188,51684
02100,2000,71,State Government,"Total, all industries",8,35,1648568,47102
02100,2000,71,Local Government,"Total, all industries",5,133,3821483,28751
02100,2000,71,Private,"Total, all industries",125,796,20477290,25712
02110,2000,70,Total Covered,"Total, all industries",1030,16610,553291498,33311
02110,2000,71,Federal Government,"Total, all industries",25,875,49776967,56910
02110,2000,71,State Government,"Total, all industries",26,4073,162191378,39825
02110,2000,71,Local Government,"Total, all industries",4,1678,64884326,38668
02110,2000,71,Private,"Total, all industries",976,9985,276438827,27686
02122,2000,70,Total Covered,"Total, all industries",1679,17004,577877600,33986
02122,2000,71,Federal Government,"Total, all industries",29,437,21658311,49599
02122,2000,71,State Government,"Total, all industries",71,981,37101250,37826
02122,2000,71,Local Government,"Total, all industries",13,2706,95783184,35393
02122,2000,71,Private,"Total, all industries",1566,12880,423334855,32868
02130,2000,70,Total Covered,"Total, all industries",586,7071,229166473,32412
02130,2000,71,Federal Government,"Total, all industries",18,259,12649695,48888
02130,2000,71,State Government,"Total, all industries",17,551,21273108,38620
02130,2000,71,Local Government,"Total, all industries",8,870,32957824,37883
02130,2000,71,Private,"Total, all industries",543,5391,162285846,30104
02150,2000,70,Total Covered,"Total, all industries",463,5500,164117376,29840
02150,2000,71,Federal Government,"Total, all industries",12,207,9819719,47381
02150,2000,71,State Government,"Total, all industries",24,222,8973755,40468
02150,2000,71,Local Government,"Total, all industries",8,676,20962604,31010
02150,2000,71,Private,"Total, all industries",419,4395,124361298,28296
02164,2000,70,Total Covered,"Total, all industries",115,691,18291388,26461
02164,2000,71,Federal Government,"Total, all industries",7,24,751606,30888
02164,2000,71,Private,"Total, all industries",77,527,13887272,26339
02170,2000,70,Total Covered,"Total, all industries",1294,12215,337373095,27620
02170,2000,71,Federal Government,"Total, all industries",20,206,9063755,44052
02170,2000,71,State Government,"Total, all industries",47,840,30289217,36044
02170,2000,71,Local Government,"Total, all industries",5,1953,66911808,34268
02170,2000,71,Private,"Total, all industries",1222,9216,231108315,25077
02180,2000,70,Total Covered,"Total, all industries",293,3391,96453598,28443
02180,2000,71,Federal Government,"Total, all industries",16,81,3183851,39347
02180,2000,71,State Government,"Total, all industries",32,191,9790239,51168
02180,2000,71,Local Government,"Total, all industries",40,1047,28298744,27022
02180,2000,71,Private,"Total, all industries",205,2072,55180764,26636
02185,2000,70,Total Covered,"Total, all industries",195,8114,533899039,65800
02185,2000,71,Federal Government,"Total, all industries",9,23,939075,41430
02185,2000,71,State Government,"Total, all industries",18,58,3062573,53108
02185,2000,71,Local Government,"Total, all industries",9,1724,79800141,46277
02185,2000,71,Private,"Total, all industries",159,6309,450097250,71340
02188,2000,70,Total Covered,"Total, all industries",159,2845,113813821,40000
02188,2000,71,Federal Government,"Total, all industries",10,60,2298362,38413
02188,2000,71,State Government,"Total, all industries",17,50,2516468,50752
02188,2000,71,Local Government,"Total, all industries",33,822,22430185,27287
02188,2000,71,Private,"Total, all industries",99,1914,86568806,45231
02220,2000,70,Total Covered,"Total, all industries",370,4009,117078388,29201
02220,2000,71,Federal Government,"Total, all industries",11,189,9314041,49302
02220,2000,71,Private,"Total, all industries",338,2955,79263745,26824
02261,2000,70,Total Covered,"Total, all industries",556,4571,173430474,37939
02261,2000,71,Federal Government,"Total, all industries",19,139,6026872,43229
02261,2000,71,State Government,"Total, all industries",53,284,12272543,43264
02261,2000,71,Local Government,"Total, all industries",19,683,23210162,33999
02261,2000,71,Private,"Total, all industries",465,3466,131920897,38066
02270,2000,70,Total Covered,"Total, all industries",133,1907,37151556,19479
02270,2000,71,Federal Government,"Total, all industries",5,32,649047,20389
02270,2000,71,State Government,"Total, all industries",24,35,864736,24648
02270,2000,71,Local Government,"Total, all industries",23,963,20953232,21768
02270,2000,71,Private,"Total, all industries",81,878,14684541,16730
02282,2000,70,Total Covered,"Total, all industries",47,385,10959531,28479
02282,2000,71,Federal Government,"Total, all industries",6,26,1167209,44893
02282,2000,71,Private,"Total, all industries",33,284,7644651,26910
06001,2000,70,Total Covered,"Total, all industries",43448,697215,31482635635,45155
06001,2000,71,Federal Government,"Total, all industries",81,12835,639734974,49843
06001,2000,71,State Government,"Total, all industries",319,32645,1689053101,51740
06001,2000,71,Local Government,"Total, all industries",443,65585,3061502779,46680
06001,2000,71,Private,"Total, all industries",42605,586150,26092344781,44515
06013,2000,70,Total Covered,"Total, all industries",25324,337924,14501564654,42914
06013,2000,71,Federal Government,"Total, all industries",50,6435,308086825,47877
06013,2000,71,State Government,"Total, all industries",19,629,20588277,32727
06013,2000,71,Local Government,"Total, all industries",398,38265,1537138469,40171
06013,2000,71,Private,"Total, all industries",24858,292595,12635751083,43185
06015,2000,70,Total Covered,"Total, all industries",811,7653,190448922,24887
06015,2000,71,Federal Government,"Total, all industries",11,155,5559068,35826
06015,2000,71,State Government,"Total, all industries",32,1377,50025686,36321
06015,2000,71,Local Government,"Total, all industries",39,1299,39988905,30788
06015,2000,71,Private,"Total, all industries",729,4821,94875263,19679
06023,2000,70,Total Covered,"Total, all industries",5143,49126,1240937346,25260
06023,2000,71,Federal Government,"Total, all industries",46,1028,36120041,35145
06023,2000,71,State Government,"Total, all industries",221,2383,103127039,43272
06023,2000,71,Local Government,"Total, all industries",140,7232,202375888,27983
06023,2000,71,Private,"Total, all industries",4736,38483,899314378,23369
06037,2000,70,Total Covered,"Total, all industries",297191,4110915,163119338028,39680
06037,2000,71,Federal Government,"Total, all industries",252,57810,2829591418,48947
06037,2000,71,State Government,"Total, all industries",1893,64553,2772143338,42944
06037,2000,71,Local Government,"Total, all industries",1427,440361,18335674226,41638
06037,2000,71,Private,"Total, all industries",293620,3548191,139181929046,39226
06041,2000,70,Total Covered,"Total, all industries",11155,112454,4820523958,42867
06041,2000,71,Federal Government,"Total, all industries",38,1094,47754686,43635
06041,2000,71,State Government,"Total, all industries",42,1770,60165272,33993
06041,2000,71,Local Government,"Total, all industries",177,10554,439722051,41666
06041,2000,71,Private,"Total, all industries",10899,99036,4272881949,43145
06045,2000,70,Total Covered,"Total, all industries",3923,33462,813248620,24304
06045,2000,71,Federal Government,"Total, all industries",36,338,12583494,37220
06045,2000,71,State Government,"Total, all industries",16,390,12976961,33260
06045,2000,71,Local Government,"Total, all industries",131,5370,164290732,30597
06045,2000,71,Private,"Total, all industries",3740,27364,623397433,22782
06053,2000,70,Total Covered,"Total, all industries",10824,163873,4930304322,30086
06053,2000,71,Federal Government,"Total, all industries",69,4970,227708597,45819
06053,2000,71,State Government,"Total, all industries",208,4007,140176742,34984
06053,2000,71,Local Government,"Total, all industries",304,19549,767330597,39252
06053,2000,71,Private,"Total, all industries",10243,135348,3795088386,28040
06055,2000,70,Total Covered,"Total, all industries",4349,60552,2004521696,33104
06055,2000,71,Federal Government,"Total, all industries",17,504,22269698,44171
06055,2000,71,State Government,"Total, all industries",138,2900,102181548,35235
06055,2000,71,Local Government,"Total, all industries",100,5505,196408431,35681
