area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,1995,26,Total Covered,All Industries,3252,38501,700332092,18189
01003,1995,27,Federal Government,All Industries,30,223,7349360,32956
01003,1995,27,State Government,All Industries,25,1036,22556103,21772
01003,1995,27,Local Government,All Industries,83,5402,120512863,22308
01003,1995,27,Private,All Industries,3113,31839,549913766,17271
01097,1995,26,Total Covered,All Industries,9334,162505,3986726879,24532
01097,1995,27,Federal Government,All Industries,50,2751,113869556,41392
01097,1995,27,State Government,All Industries,49,8701,254651923,29266
01097,1995,27,Local Government,All Industries,51,14041,319729291,22771
01097,1995,27,Private,All Industries,9183,137012,3298476109,24074
02013,1995,26,Total Covered,All Industries,89,1665,41390030,24858
02013,1995,27,Federal Government,All Industries,7,20,808932,40446
02013,1995,27,State Government,All Industries,9,18,632398,35133
02013,1995,27,Local Government,All Industries,10,238,6029512,25334
02013,1995,27,Private,All Industries,63,1389,33919188,24419
02016,1995,26,Total Covered,All Industries,180,4373,135830469,31061
02016,1995,27,Federal Government,All Industries,14,205,5643534,27529
02016,1995,27,State Government,All Industries,16,34,1301291,38273
02016,1995,27,Local Government,All Industries,7,387,15278001,39478
02016,1995,27,Private,All Industries,143,3747,113607643,30319
02020,1995,26,Total Covered,All Industries,6858,118500,3987522010,33649
02020,1995,27,Federal Government,All Industries,82,10465,424464029,40560
02020,1995,27,State Government,All Industries,47,7621,315203319,41359
02020,1995,27,Local Government,All Industries,5,8777,381311881,43444
02020,1995,27,Private,All Industries,6723,91638,2866542781,31281
02050,1995,26,Total Covered,All Industries,311,5397,134983076,25010
02050,1995,27,Federal Government,All Industries,15,132,4786195,36259
02050,1995,27,State Government,All Industries,28,301,15287662,50789
02050,1995,27,Local Government,All Industries,39,1590,41398606,26036
02050,1995,27,Private,All Industries,228,3373,73510613,21793
02060,1995,26,Total Covered,All Industries,98,1126,35019112,31100
02060,1995,27,Federal Government,All Industries,8,51,2317766,45446
02060,1995,27,State Government,All Industries,8,29,1521352,52460
02060,1995,27,Local Government,All Industries,5,286,9884844,34562
02060,1995,27,Private,All Industries,77,760,21295150,28019
02070,1995,26,Total Covered,All Industries,144,2022,55523962,27459
