area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,1993,70,Total Covered,"Total, all industries",2780,32543,555988657,17085
01003,1993,71,Federal Government,"Total, all industries",33,210,6555586,31279
01003,1993,71,State Government,"Total, all industries",27,1020,20010721,19612
01003,1993,71,Local Government,"Total, all industries",82,4813,95313982,19804
01003,1993,71,Private,"Total, all industries",2638,26500,434108368,16381
01097,1993,70,Total Covered,"Total, all industries",8846,157045,3624948566,23082
01097,1993,71,Federal Government,"Total, all industries",53,2862,109872992,38390
01097,1993,71,State Government,"Total, all industries",48,8924,233287394,26141
01097,1993,71,Local Government,"Total, all industries",50,13532,283739255,20968
01097,1993,71,Private,"Total, all industries",8695,131727,2998048925,22760
02013,1993,70,Total Covered,"Total, all industries",74,1510,35673072,23618
02013,1993,71,Federal Government,"Total, all industries",8,27,999115,36442
02013,1993,71,Private,"Total, all industries",47,1228,27696999,22559
02016,1993,70,Total Covered,"Total, all industries",185,5550,156122413,28129
02016,1993,71,Federal Government,"Total, all industries",16,692,15470718,22351
02016,1993,71,State Government,"Total, all industries",16,45,1330129,29891
02016,1993,71,Local Government,"Total, all industries",8,479,17440415,36404
02016,1993,71,Private,"Total, all industries",146,4335,121881151,28119
02020,1993,70,Total Covered,"Total, all industries",6511,115432,3899555417,33782
02020,1993,71,Federal Government,"Total, all industries",83,11801,466316912,39516
02020,1993,71,Private,"Total, all industries",6372,87408,2753884666,31506
02050,1993,70,Total Covered,"Total, all industries",300,4984,126625875,25408
02050,1993,71,Federal Government,"Total, all industries",15,179,6471794,36088
02050,1993,71,State Government,"Total, all industries",28,311,15252082,48976
02050,1993,71,Local Government,"Total, all industries",39,1573,39093529,24853
02050,1993,71,Private,"Total, all industries",218,2920,65808470,22538
02060,1993,70,Total Covered,"Total, all industries",90,1026,31375146,30592
02060,1993,71,Federal Government,"Total, all industries",9,110,2674955,24244
02060,1993,71,Private,"Total, all industries",68,592,18066638,30539
02070,1993,70,Total Covered,"Total, all industries",156,2041,53615530,26272
02070,1993,71,Federal Government,"Total, all industries",6,56,1965097,35039
02070,1993,71,State Government,"Total, all industries",18,57,2588853,45619
02070,1993,71,Local Government,"Total, all industries",13,398,11094689,27882
02070,1993,71,Private,"Total, all industries",120,1530,37966891,24815
02100,1993,70,Total Covered,"Total, all industries",110,829,21569023,26034
02100,1993,71,Federal Government,"Total, all industries",3,9,415705,47966
02100,1993,71,State Government,"Total, all industries",8,36,1537807,42520
02100,1993,71,Local Government,"Total, all industries",3,123,3529602,28657
02100,1993,71,Private,"Total, all industries",96,661,16085909,24354
02110,1993,70,Total Covered,"Total, all industries",918,14271,455006177,31884
02110,1993,71,Federal Government,"Total, all industries",28,959,44977987,46909
02110,1993,71,State Government,"Total, all industries",32,4168,173113040,41535
02110,1993,71,Local Government,"Total, all industries",4,1549,57515180,37121
02110,1993,71,Private,"Total, all industries",855,7595,179399970,23622
02122,1993,70,Total Covered,"Total, all industries",1446,15225,453888313,29812
02122,1993,71,Federal Government,"Total, all industries",31,357,14708618,41220
02122,1993,71,State Government,"Total, all industries",64,970,39473736,40702
02122,1993,71,Local Government,"Total, all industries",13,2263,73736500,32590
02122,1993,71,Private,"Total, all industries",1339,11636,325969459,28015
02130,1993,70,Total Covered,"Total, all industries",533,7438,235345381,31641
02130,1993,71,Federal Government,"Total, all industries",13,322,13175800,40908
02130,1993,71,State Government,"Total, all industries",16,554,22455703,40503
02130,1993,71,Local Government,"Total, all industries",7,904,32013375,35410
02130,1993,71,Private,"Total, all industries",497,5657,167700503,29643
02150,1993,70,Total Covered,"Total, all industries",439,5250,144385999,27502
02150,1993,71,Federal Government,"Total, all industries",8,171,7160498,41936
02150,1993,71,State Government,"Total, all industries",21,258,10683009,41380
02150,1993,71,Local Government,"Total, all industries",11,651,20887622,32081
02150,1993,71,Private,"Total, all industries",399,4170,105654870,25337
02164,1993,70,Total Covered,"Total, all industries",90,617,12255234,19868
02164,1993,71,Federal Government,"Total, all industries",7,63,1941008,30728
02164,1993,71,Private,"Total, all industries",61,435,8598206,19766
02170,1993,70,Total Covered,"Total, all industries",854,8463,235974119,27884
02170,1993,71,Federal Government,"Total, all industries",19,117,4536846,38943
02170,1993,71,State Government,"Total, all industries",37,768,29996977,39067
02170,1993,71,Local Government,"Total, all industries",5,1749,61135410,34948
02170,1993,71,Private,"Total, all industries",793,5829,140304886,24070
02180,1993,70,Total Covered,"Total, all industries",241,3017,80296239,26617
02180,1993,71,Federal Government,"Total, all industries",17,92,3560305,38910
02180,1993,71,State Government,"Total, all industries",26,206,10708532,52004
02180,1993,71,Local Government,"Total, all industries",30,1011,26044539,25751
02180,1993,71,Private,"Total, all industries",169,1708,39982863,23410
02185,1993,70,Total Covered,"Total, all industries",198,7323,427671618,58400
02185,1993,71,Federal Government,"Total, all industries",7,57,2215223,38807
02185,1993,71,State Government,"Total, all industries",18,55,3172148,57328
02185,1993,71,Local Government,"Total, all industries",11,1878,87341647,46520
02185,1993,71,Private,"Total, all industries",163,5333,334942600,62803
02188,1993,70,Total Covered,"Total, all industries",131,2215,77978302,35205
02188,1993,71,Federal Government,"Total, all industries",11,75,2627447,35268
02188,1993,71,State Government,"Total, all industries",21,72,3669810,51088
02188,1993,71,Local Government,"Total, all industries",22,682,20196685,29632
02188,1993,71,Private,"Total, all industries",78,1387,51484360,37117
02220,1993,70,Total Covered,"Total, all industries",331,3992,113119575,28340
02220,1993,71,Federal Government,"Total, all industries",8,265,10637068,40089
02220,1993,71,Private,"Total, all industries",302,2952,76813311,26019
02261,1993,70,Total Covered,"Total, all industries",451,4535,162284248,35787
02261,1993,71,Federal Government,"Total, all industries",16,126,4581341,36240
02261,1993,71,State Government,"Total, all industries",42,453,18731937,41366
02261,1993,71,Local Government,"Total, all industries",12,699,22832807,32681
02261,1993,71,Private,"Total, all industries",381,3257,116138163,35660
02270,1993,70,Total Covered,"Total, all industries",104,1368,26007240,19017
02270,1993,71,Federal Government,"Total, all industries",5,32,747725,23066
02270,1993,71,State Government,"Total, all industries",11,21,644076,30309
02270,1993,71,Local Government,"Total, all industries",18,822,17810317,21678
02270,1993,71,Private,"Total, all industries",71,492,6805122,13822
02282,1993,70,Total Covered,"Total, all industries",39,290,7133907,24607
02282,1993,71,Federal Government,"Total, all industries",6,22,895423,41012
02282,1993,71,Private,"Total, all industries",27,203,4293790,21169
06001,1993,70,Total Covered,"Total, all industries",38998,581604,18147490004,31202
06001,1993,71,Federal Government,"Total, all industries",124,21131,796565213,37696
06001,1993,71,State Government,"Total, all industries",325,29880,1217654854,40752
06001,1993,71,Local Government,"Total, all industries",145,60183,2084932642,34643
06001,1993,71,Private,"Total, all industries",38403,470410,14048337295,29864
06013,1993,70,Total Covered,"Total, all industries",24487,289035,9157936859,31685
06013,1993,71,Federal Government,"Total, all industries",72,6543,261171531,39917
06013,1993,71,State Government,"Total, all industries",38,663,22549940,33991
06013,1993,71,Local Government,"Total, all industries",107,35280,1083256093,30705
06013,1993,71,Private,"Total, all industries",24270,246549,7790959295,31600
06015,1993,70,Total Covered,"Total, all industries",804,6970,159169244,22837
06015,1993,71,Federal Government,"Total, all industries",15,169,5408907,32037
06015,1993,71,State Government,"Total, all industries",30,1143,54858379,48016
06015,1993,71,Local Government,"Total, all industries",20,1135,26180468,23077
06015,1993,71,Private,"Total, all industries",739,4524,72721490,16075
06023,1993,70,Total Covered,"Total, all industries",5090,44057,930148619,21112
06023,1993,71,Federal Government,"Total, all industries",56,846,26255105,31044
06023,1993,71,State Government,"Total, all industries",260,2294,85419060,37241
06023,1993,71,Local Government,"Total, all industries",90,6300,141747457,22501
06023,1993,71,Private,"Total, all industries",4684,34618,676726997,19548
06037,1993,70,Total Covered,"Total, all industries",259226,3704951,117809400186,31798
06037,1993,71,Federal Government,"Total, all industries",374,68748,3121841654,45410
06037,1993,71,State Government,"Total, all industries",1875,52909,1930379792,36485
06037,1993,71,Local Government,"Total, all industries",549,382190,13044117255,34130
06037,1993,71,Private,"Total, all industries",256428,3201104,99713061485,31150
06041,1993,70,Total Covered,"Total, all industries",10622,96137,2809574647,29225
06041,1993,71,Federal Government,"Total, all industries",39,1004,37282372,37152
06041,1993,71,State Government,"Total, all industries",44,1392,62667460,45033
06041,1993,71,Local Government,"Total, all industries",84,9510,294675843,30986
06041,1993,71,Private,"Total, all industries",10456,84232,2414948972,28670
06045,1993,70,Total Covered,"Total, all industries",3855,27855,531345045,19076
06045,1993,71,Federal Government,"Total, all industries",41,309,9987547,32296
06045,1993,71,State Government,"Total, all industries",23,370,12460604,33692
06045,1993,71,Local Government,"Total, all industries",66,4756,111074264,23355
06045,1993,71,Private,"Total, all industries",3726,22420,397822630,17744
06053,1993,70,Total Covered,"Total, all industries",10345,137473,3095059746,22514
06053,1993,71,Federal Government,"Total, all industries",70,5669,119387081,21059
06053,1993,71,State Government,"Total, all industries",53,995,34207113,34373
06053,1993,71,Local Government,"Total, all industries",113,16218,490785841,30261
06053,1993,71,Private,"Total, all industries",10109,114591,2450679711,21386
06055,1993,70,Total Covered,"Total, all industries",4192,45122,1076740066,23863
06055,1993,71,Federal Government,"Total, all industries",20,307,11420472,37190
06055,1993,71,State Government,"Total, all industries",212,2742,89628803,32692
