area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,2005,70,Total Covered,"Total, all industries",4881,56110,1556506413,27740
01003,2005,71,Federal Government,"Total, all industries",36,316,14133955,44716
01003,2005,71,State Government,"Total, all industries",35,932,29597676,31749
01003,2005,71,Local Government,"Total, all industries",96,7136,228787009,32061
01003,2005,71,Private,"Total, all industries",4714,47726,1283987773,26903
01097,2005,70,Total Covered,"Total, all industries",9789,166861,5589234475,33496
01097,2005,71,Federal Government,"Total, all industries",65,2510,155069675,61781
01097,2005,71,State Government,"Total, all industries",66,8748,350304299,40044
01097,2005,71,Local Government,"Total, all industries",206,16011,478056611,29858
01097,2005,71,Private,"Total, all industries",9451,139592,4605803890,32995
02013,2005,70,Total Covered,"Total, all industries",92,1803,54801670,30396
02013,2005,71,Federal Government,"Total, all industries",8,25,1163497,47010
02013,2005,71,State Government,"Total, all industries",8,0,0,0
02013,2005,71,Local Government,"Total, all industries",21,0,0,0
02013,2005,71,Private,"Total, all industries",55,1547,46480028,30049
02016,2005,70,Total Covered,"Total, all industries",175,3786,145469367,38427
02016,2005,71,Federal Government,"Total, all industries",10,19,1162598,61459
02016,2005,71,State Government,"Total, all industries",13,37,1857658,50895
02016,2005,71,Local Government,"Total, all industries",11,437,17843979,40810
02016,2005,71,Private,"Total, all industries",141,3293,124605132,37840
02020,2005,70,Total Covered,"Total, all industries",7893,143025,6137467675,42912
02020,2005,71,Federal Government,"Total, all industries",96,9541,603336077,63233
02020,2005,71,State Government,"Total, all industries",48,0,0,0
02020,2005,71,Local Government,"Total, all industries",13,0,0,0
02020,2005,71,Private,"Total, all industries",7736,114517,4675822523,40831
02050,2005,70,Total Covered,"Total, all industries",361,6734,203126420,30163
02050,2005,71,Federal Government,"Total, all industries",14,112,4821240,43111
02050,2005,71,State Government,"Total, all industries",28,314,17248270,54858
02050,2005,71,Local Government,"Total, all industries",81,2617,64151330,24513
02050,2005,71,Private,"Total, all industries",239,3691,116905580,31672
02060,2005,70,Total Covered,"Total, all industries",100,1219,47778513,39184
02060,2005,71,Federal Government,"Total, all industries",9,71,3926612,55500
02060,2005,71,State Government,"Total, all industries",8,30,1534808,50878
02060,2005,71,Local Government,"Total, all industries",7,141,5512187,39233
02060,2005,71,Private,"Total, all industries",76,978,36804906,37636
02070,2005,70,Total Covered,"Total, all industries",159,2451,77298709,31534
02070,2005,71,Federal Government,"Total, all industries",12,62,2522398,40904
02070,2005,71,State Government,"Total, all industries",22,87,4211817,48365
02070,2005,71,Local Government,"Total, all industries",21,791,21231961,26842
02070,2005,71,Private,"Total, all industries",104,1512,49332533,32638
02100,2005,70,Total Covered,"Total, all industries",132,1032,28945877,28060
02100,2005,71,Federal Government,"Total, all industries",4,16,1055244,67000
02100,2005,71,State Government,"Total, all industries",9,41,1655032,40449
02100,2005,71,Local Government,"Total, all industries",4,134,3585705,26859
02100,2005,71,Private,"Total, all industries",115,841,22649896,26919
02110,2005,70,Total Covered,"Total, all industries",1056,17163,650116810,37878
02110,2005,71,Federal Government,"Total, all industries",35,938,66311733,70733
02110,2005,71,State Government,"Total, all industries",27,4036,177743441,44039
02110,2005,71,Local Government,"Total, all industries",7,2059,85369462,41460
02110,2005,71,Private,"Total, all industries",987,10131,320692174,31655
02122,2005,70,Total Covered,"Total, all industries",1871,17730,632836241,35692
02122,2005,71,Federal Government,"Total, all industries",36,433,25066848,57891
02122,2005,71,State Government,"Total, all industries",63,1067,44643876,41857
02122,2005,71,Local Government,"Total, all industries",42,3035,122972237,40520
02122,2005,71,Private,"Total, all industries",1730,13196,440153280,33355
02130,2005,70,Total Covered,"Total, all industries",583,6840,238460458,34865
02130,2005,71,Federal Government,"Total, all industries",15,307,18444315,60079
02130,2005,71,State Government,"Total, all industries",15,617,26948260,43664
02130,2005,71,Local Government,"Total, all industries",10,1002,41772542,41686
