area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,1985,26,Total Covered,All Industries,2071,22403,289559584,12925
01003,1985,27,Federal Government,All Industries,10,171,3675682,21495
01003,1985,27,State Government,All Industries,18,609,10215055,16773
01003,1985,27,Local Government,All Industries,32,3245,47102604,14515
01003,1985,27,Private,All Industries,2010,18377,228566243,12437
01097,1985,26,Total Covered,All Industries,7678,131245,2288810707,17439
01097,1985,27,Federal Government,All Industries,28,2638,71853047,27237
01097,1985,27,State Government,All Industries,33,7134,129366764,18133
01097,1985,27,Local Government,All Industries,44,12024,187469138,15591
01097,1985,27,Private,All Industries,7572,109449,1900121758,17360
02020,1985,26,Total Covered,All Industries,7160,110324,3115121994,28236
02020,1985,27,Federal Government,All Industries,63,9859,279489372,28348
02020,1985,27,State Government,All Industries,27,7159,240531317,33598
02020,1985,27,Local Government,All Industries,11,8500,322397383,37929
02020,1985,27,Private,All Industries,7058,84805,2272703922,26799
02050,1985,26,Total Covered,All Industries,282,3815,82899667,21729
02050,1985,27,Federal Government,All Industries,18,349,8802481,25222
02050,1985,27,State Government,All Industries,18,262,10094007,38526
02050,1985,27,Local Government,All Industries,39,1443,31704832,21971
02050,1985,27,Private,All Industries,206,1761,32298347,18340
02060,1985,26,Total Covered,All Industries,69,1071,24990484,23333
02060,1985,27,Federal Government,All Industries,7,75,2351118,31348
02060,1985,27,State Government,All Industries,0,0,0,0
02060,1985,27,Local Government,All Industries,4,252,6154417,24422
02060,1985,27,Private,All Industries,51,704,15163190,21538
02070,1985,26,Total Covered,All Industries,193,1894,43151253,22783
02070,1985,27,Federal Government,All Industries,10,88,2559657,29087
02070,1985,27,State Government,All Industries,13,75,2559410,34125
02070,1985,27,Local Government,All Industries,16,459,10930668,23814
02070,1985,27,Private,All Industries,153,1273,27101518,21289
02100,1985,26,Total Covered,All Industries,95,712,18647017,26189
02100,1985,27,Federal Government,All Industries,3,9,313388,34820
02100,1985,27,State Government,All Industries,0,0,0,0
02100,1985,27,Local Government,All Industries,3,123,3049241,24790
02100,1985,27,Private,All Industries,81,541,13939278,25765
02110,1985,26,Total Covered,All Industries,956,13376,370126214,27670
02110,1985,27,Federal Government,All Industries,24,1040,32699797,31442
02110,1985,27,State Government,All Industries,24,4389,154338203,35164
02110,1985,27,Local Government,All Industries,3,1368,42053775,30741
02110,1985,27,Private,All Industries,904,6579,141034439,21437
02122,1985,26,Total Covered,All Industries,1274,12072,342767531,28393
02122,1985,27,Federal Government,All Industries,23,210,6335694,30169
02122,1985,27,State Government,All Industries,31,828,28233793,34098
02122,1985,27,Local Government,All Industries,17,1790,52224454,29175
02122,1985,27,Private,All Industries,1202,9244,255973590,27690
02130,1985,26,Total Covered,All Industries,528,5852,149823528,25602
02130,1985,27,Federal Government,All Industries,13,282,8465715,30020
02130,1985,27,State Government,All Industries,17,535,18647682,34855
02130,1985,27,Local Government,All Industries,7,870,25752128,29600
02130,1985,27,Private,All Industries,491,4166,96958003,23273
02150,1985,26,Total Covered,All Industries,389,4615,96662785,20945
02150,1985,27,Federal Government,All Industries,8,243,8694013,35777
02150,1985,27,State Government,All Industries,16,276,9465902,34296
02150,1985,27,Local Government,All Industries,9,619,16561401,26755
02150,1985,27,Private,All Industries,356,3477,61941469,17814
02170,1985,26,Total Covered,All Industries,898,6821,164872559,24171
02170,1985,27,Federal Government,All Industries,15,100,2938332,29383
02170,1985,27,State Government,All Industries,20,733,23875840,32572
02170,1985,27,Local Government,All Industries,5,1262,38372636,30406
02170,1985,27,Private,All Industries,858,4726,99685751,21093
02180,1985,26,Total Covered,All Industries,215,2649,64081825,24190
02180,1985,27,Federal Government,All Industries,13,111,3296339,29696
02180,1985,27,State Government,All Industries,17,240,9833158,40971
02180,1985,27,Local Government,All Industries,21,1005,22034185,21924
02180,1985,27,Private,All Industries,164,1293,28918143,22365
02185,1985,26,Total Covered,All Industries,197,9319,527436819,56598
02185,1985,27,Federal Government,All Industries,7,132,3174587,24049
02185,1985,27,State Government,All Industries,11,35,1269237,36263
02185,1985,27,Local Government,All Industries,10,1353,62134718,45923
02185,1985,27,Private,All Industries,168,7800,460858277,59084
02220,1985,26,Total Covered,All Industries,319,3252,79323087,24392
02220,1985,27,Federal Government,All Industries,9,353,9525514,26984
02220,1985,27,State Government,All Industries,16,248,7441404,30005
02220,1985,27,Local Government,All Industries,3,406,12570716,30962
02220,1985,27,Private,All Industries,291,2246,49785453,22166
02261,1985,26,Total Covered,All Industries,352,3638,110901959,30484
02261,1985,27,Federal Government,All Industries,15,87,2606244,29956
02261,1985,27,State Government,All Industries,27,509,17972232,35308
02261,1985,27,Local Government,All Industries,9,639,19305539,30212
02261,1985,27,Private,All Industries,302,2402,71017944,29566
02270,1985,26,Total Covered,All Industries,88,1156,21473916,18576
02270,1985,27,Federal Government,All Industries,6,37,583116,15759
02270,1985,27,State Government,All Industries,0,0,0,0
02270,1985,27,Local Government,All Industries,17,740,15528121,20983
02270,1985,27,Private,All Industries,59,355,4664106,13138
06001,1985,26,Total Covered,All Industries,25043,527421,11585417752,21966
06001,1985,27,Federal Government,All Industries,110,22167,563162985,25405
06001,1985,27,State Government,All Industries,270,34557,850078296,24599
06001,1985,27,Local Government,All Industries,133,52526,1213623945,23105
06001,1985,27,Private,All Industries,24529,418170,8958552526,21423
06013,1985,26,Total Covered,All Industries,14206,235604,5015203890,21286
06013,1985,27,Federal Government,All Industries,50,7148,195507168,27351
06013,1985,27,State Government,All Industries,36,723,17284715,23906
06013,1985,27,Local Government,All Industries,101,30793,633202737,20563
06013,1985,27,Private,All Industries,14019,196940,4169209270,21169
06015,1985,26,Total Covered,All Industries,497,4797,71493760,14903
06015,1985,27,Federal Government,All Industries,14,159,3876122,24378
06015,1985,27,State Government,All Industries,0,0,0,0
06015,1985,27,Local Government,All Industries,17,1020,16792169,16462
06015,1985,27,Private,All Industries,456,3495,47855824,13692
06023,1985,26,Total Covered,All Industries,3268,37921,632171877,16670
06023,1985,27,Federal Government,All Industries,39,846,19420747,22955
06023,1985,27,State Government,All Industries,236,2169,55250952,25473
06023,1985,27,Local Government,All Industries,81,5004,85043009,16995
06023,1985,27,Private,All Industries,2912,29903,472457169,15799
06037,1985,26,Total Covered,All Industries,179834,3850768,85973352750,22326
06037,1985,27,Federal Government,All Industries,271,71065,1961117180,27596
06037,1985,27,State Government,All Industries,1689,55808,1274415456,22835
06037,1985,27,Local Government,All Industries,511,334525,7927411339,23697
06037,1985,27,Private,All Industries,177363,3389371,74810408775,22072
06041,1985,26,Total Covered,All Industries,7186,84495,1703001182,20155
06041,1985,27,Federal Government,All Industries,29,1068,28620400,26798
06041,1985,27,State Government,All Industries,0,0,0,0
06041,1985,27,Local Government,All Industries,80,10348,210862744,20377
06041,1985,27,Private,All Industries,7046,71529,1412506184,19747
06045,1985,26,Total Covered,All Industries,2286,24199,379553604,15684
06045,1985,27,Federal Government,All Industries,28,327,7777239,23783
06045,1985,27,State Government,All Industries,22,324,8043620,24825
06045,1985,27,Local Government,All Industries,56,3418,69332221,20284
06045,1985,27,Private,All Industries,2179,20130,294400524,14624
06053,1985,26,Total Covered,All Industries,7277,123197,2093302813,16991
06053,1985,27,Federal Government,All Industries,69,8612,168198335,19530
06053,1985,27,State Government,All Industries,61,1861,55782002,29974
06053,1985,27,Local Government,All Industries,103,14003,277250179,19799
06053,1985,27,Private,All Industries,7045,98722,1592072297,16126
06055,1985,26,Total Covered,All Industries,2870,36934,636616443,17236
06055,1985,27,Federal Government,All Industries,15,276,8236655,29842
06055,1985,27,State Government,All Industries,143,3355,79084232,23572
06055,1985,27,Local Government,All Industries,29,3938,71150581,18067
06055,1985,27,Private,All Industries,2683,29365,478144975,16282
06059,1985,26,Total Covered,All Industries,47619,1001634,20895125066,20861
06059,1985,27,Federal Government,All Industries,84,14633,357728831,24446
06059,1985,27,State Government,All Industries,264,12442,302956409,24349
06059,1985,27,Local Government,All Industries,220,75089,1615554085,21515
06059,1985,27,Private,All Industries,47051,899469,18618885741,20699
06073,1985,26,Total Covered,All Industries,40901,798980,15303821070,19154
06073,1985,27,Federal Government,All Industries,269,43902,1028444806,23425
06073,1985,27,State Government,All Industries,391,19910,436652740,21931
06073,1985,27,Local Government,All Industries,177,79247,1606853543,20276
06073,1985,27,Private,All Industries,40062,655921,12231869981,18648
06075,1985,26,Total Covered,All Industries,26745,564481,14197798395,25151
06075,1985,27,Federal Government,All Industries,104,29658,799883420,26970
06075,1985,27,State Government,All Industries,614,21664,552153574,25487
06075,1985,27,Local Government,All Industries,28,36254,993137427,27393
06075,1985,27,Private,All Industries,25998,476906,11852623974,24853
06079,1985,26,Total Covered,All Industries,4772,60039,996469945,16597
06079,1985,27,Federal Government,All Industries,39,637,15565555,24435
06079,1985,27,State Government,All Industries,287,4769,132983512,27884
06079,1985,27,Local Government,All Industries,56,6317,119932412,18985
06079,1985,27,Private,All Industries,4390,48316,727988466,15067
06081,1985,26,Total Covered,All Industries,14445,272648,6352563639,23299
06081,1985,27,Federal Government,All Industries,48,5392,144142780,26732
06081,1985,27,State Government,All Industries,41,736,18039124,24509
06081,1985,27,Local Government,All Industries,127,21970,494665737,22515
06081,1985,27,Private,All Industries,14228,244550,5695715998,23290
06083,1985,26,Total Covered,All Industries,8721,149067,2825929558,18957
06083,1985,27,Federal Government,All Industries,46,4221,102365750,24251
06083,1985,27,State Government,All Industries,39,7608,112736940,14818
06083,1985,27,Local Government,All Industries,105,13269,262929789,19815
06083,1985,27,Private,All Industries,8530,123969,2347897079,18939
06085,1985,26,Total Covered,All Industries,30092,789845,19785924073,25050
06085,1985,27,Federal Government,All Industries,65,12815,341937066,26682
06085,1985,27,State Government,All Industries,338,6799,162913305,23961
06085,1985,27,Local Government,All Industries,141,58517,1284201965,21945
06085,1985,27,Private,All Industries,29547,711714,17996871737,25286
06087,1985,26,Total Covered,All Industries,5372,76807,1215570454,15826
06087,1985,27,Federal Government,All Industries,20,513,13301363,25928
06087,1985,27,State Government,All Industries,34,3985,59190023,14853
06087,1985,27,Local Government,All Industries,65,8432,158969159,18853
06087,1985,27,Private,All Industries,5253,63877,984109909,15406
06095,1985,26,Total Covered,All Industries,4203,79869,1648315400,20637
06095,1985,27,Federal Government,All Industries,53,15032,451516417,30037
06095,1985,27,State Government,All Industries,70,1758,49434893,28119
06095,1985,27,Local Government,All Industries,56,10006,201039018,20091
06095,1985,27,Private,All Industries,4024,53073,946325072,17830
06097,1985,26,Total Covered,All Industries,9373,115688,2056344862,17774
06097,1985,27,Federal Government,All Industries,50,1325,34218306,25825
06097,1985,27,State Government,All Industries,214,4044,94754057,23430
06097,1985,27,Local Government,All Industries,112,13622,269030131,19749
06097,1985,27,Private,All Industries,8996,96698,1658342368,17149
06111,1985,26,Total Covered,All Industries,10661,194158,3749458487,19311
06111,1985,27,Federal Government,All Industries,54,10950,288526823,26349
06111,1985,27,State Government,All Industries,118,2889,70662343,24459
06111,1985,27,Local Government,All Industries,94,22902,477637162,20855
06111,1985,27,Private,All Industries,10394,157417,2912632159,18502
09001,1985,26,Total Covered,All Industries,24676,406243,9737804117,23970
09001,1985,27,Federal Government,All Industries,70,4176,116847385,27980
09001,1985,27,State Government,All Industries,97,5740,130921569,22808
09001,1985,27,Local Government,All Industries,370,27614,579750867,20994
09001,1985,27,Private,All Industries,24138,368713,8910284296,24165
09007,1985,26,Total Covered,All Industries,3382,59346,1112866029,18752
09007,1985,27,Federal Government,All Industries,31,286,7733835,27041
09007,1985,27,State Government,All Industries,36,2996,66501038,22196
09007,1985,27,Local Government,All Industries,189,4346,72969283,16789
09007,1985,27,Private,All Industries,3125,51718,965661873,18671
09009,1985,26,Total Covered,All Industries,18681,341449,6553589064,19193
09009,1985,27,Federal Government,All Industries,70,5661,153511446,27117
09009,1985,27,State Government,All Industries,140,10053,226377847,22518
09009,1985,27,Local Government,All Industries,411,26084,496837147,19047
09009,1985,27,Private,All Industries,18061,299651,5676862624,18944
09011,1985,26,Total Covered,All Industries,5217,107804,2233228502,20715
09011,1985,27,Federal Government,All Industries,65,4826,109762533,22743
09011,1985,27,State Government,All Industries,76,4399,96077208,21840
09011,1985,27,Local Government,All Industries,266,8040,143210362,17812
09011,1985,27,Private,All Industries,4810,90538,1884178399,20810
10001,1985,26,Total Covered,All Industries,2063,35345,543561061,15378
10001,1985,27,Federal Government,All Industries,28,2177,43998211,20210
10001,1985,27,State Government,All Industries,40,5198,97845921,18823
10001,1985,27,Local Government,All Industries,19,3114,53363895,17136
10001,1985,27,Private,All Industries,1977,24856,348353034,14014
10003,1985,26,Total Covered,All Industries,9266,207159,4287099391,20694
10003,1985,27,Federal Government,All Industries,33,2878,79412153,27592
10003,1985,27,State Government,All Industries,36,11503,181508841,15779
10003,1985,27,Local Government,All Industries,29,11569,215928807,18664
10003,1985,27,Private,All Industries,9168,181208,3810249590,21026
10005,1985,26,Total Covered,All Industries,2928,41351,574369838,13890
10005,1985,27,Federal Government,All Industries,29,474,10417883,21978
10005,1985,27,State Government,All Industries,0,0,0,0
10005,1985,27,Local Government,All Industries,31,2787,45338164,16267
10005,1985,27,Private,All Industries,2860,36834,498445238,13532
11001,1985,26,Total Covered,All Industries,19346,612995,16035762745,26159
11001,1985,27,Federal Government,All Industries,224,214911,6764105178,31473
11001,1985,27,State Government,All Industries,11,43721,1144809831,26184
11001,1985,27,Local Government,All Industries,0,0,0,0
11001,1985,27,International Government,All Industries,0,0,0,0
11001,1985,27,Private,All Industries,19103,349412,7975309183,22824
12005,1985,26,Total Covered,All Industries,3006,43566,622288666,14283
12005,1985,27,Federal Government,All Industries,28,3270,73535126,22487
12005,1985,27,State Government,All Industries,49,723,11381471,15742
12005,1985,27,Local Government,All Industries,22,5113,82299153,16096
12005,1985,27,Private,All Industries,2907,34461,455072916,13205
12009,1985,26,Total Covered,All Industries,6831,134578,2543194989,18897
12009,1985,27,Federal Government,All Industries,24,5709,158918560,27836
12009,1985,27,State Government,All Industries,49,1366,22701812,16619
12009,1985,27,Local Government,All Industries,28,11591,190482369,16433
12009,1985,27,Private,All Industries,6730,115912,2171092248,18730
12011,1985,26,Total Covered,All Industries,30433,421619,7452112300,17674
12011,1985,27,Federal Government,All Industries,25,4047,117745171,29094
12011,1985,27,State Government,All Industries,69,4892,80692971,16494
12011,1985,27,Local Government,All Industries,56,41769,854393849,20455
12011,1985,27,Private,All Industries,30283,370910,6399280309,17252
12015,1985,26,Total Covered,All Industries,1611,17470,252474674,14451
12015,1985,27,Federal Government,All Industries,4,187,4540935,24283
12015,1985,27,State Government,All Industries,23,160,2333069,14581
12015,1985,27,Local Government,All Industries,11,1961,32883692,16768
12015,1985,27,Private,All Industries,1573,15162,212716978,14029
12017,1985,26,Total Covered,All Industries,1318,15890,253384802,15946
12017,1985,27,Federal Government,All Industries,4,119,2894248,24321
12017,1985,27,State Government,All Industries,20,167,2393909,14334
12017,1985,27,Local Government,All Industries,11,2518,36253900,14397
12017,1985,27,Private,All Industries,1284,13086,211842745,16188
12019,1985,26,Total Covered,All Industries,1507,19790,278382869,14066
12019,1985,27,Federal Government,All Industries,6,269,6799124,25275
