area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,2002,70,Total Covered,"Total, all industries",4183,49686,1209948108,24352
01003,2002,71,Federal Government,"Total, all industries",33,311,12274129,39509
01003,2002,71,State Government,"Total, all industries",34,1049,29066556,27700
01003,2002,71,Local Government,"Total, all industries",92,6620,190235653,28735
01003,2002,71,Private,"Total, all industries",4023,41706,978371770,23459
01097,2002,70,Total Covered,"Total, all industries",9461,163695,4922984379,30074
01097,2002,71,Federal Government,"Total, all industries",52,2488,134545551,54078
01097,2002,71,State Government,"Total, all industries",67,9048,311749776,34455
01097,2002,71,Local Government,"Total, all industries",51,15412,434041060,28163
01097,2002,71,Private,"Total, all industries",9292,136747,4042647992,29563
02013,2002,70,Total Covered,"Total, all industries",84,1676,47688522,28447
02013,2002,71,Federal Government,"Total, all industries",8,23,1012247,43852
02013,2002,71,State Government,"Total, all industries",7,17,651701,38335
02013,2002,71,Local Government,"Total, all industries",18,244,6703408,27511
02013,2002,71,Private,"Total, all industries",52,1393,39321166,28234
02016,2002,70,Total Covered,"Total, all industries",161,3268,118163622,36154
02016,2002,71,Federal Government,"Total, all industries",9,28,1376201,48572
02016,2002,71,State Government,"Total, all industries",13,39,1640739,41891
02016,2002,71,Local Government,"Total, all industries",10,382,15812606,41412
02016,2002,71,Private,"Total, all industries",130,2819,99334076,35237
02020,2002,70,Total Covered,"Total, all industries",7292,136569,5341483338,39112
02020,2002,71,Federal Government,"Total, all industries",94,9588,541660429,56493
02020,2002,71,State Government,"Total, all industries",0,0,0,0
02020,2002,71,Local Government,"Total, all industries",0,0,0,0
02020,2002,71,Private,"Total, all industries",7142,108389,4028111428,37163
02050,2002,70,Total Covered,"Total, all industries",330,6710,183504861,27347
02050,2002,71,Federal Government,"Total, all industries",12,122,4672851,38198
02050,2002,71,State Government,"Total, all industries",27,324,16067536,49591
02050,2002,71,Local Government,"Total, all industries",75,2626,58175965,22155
02050,2002,71,Private,"Total, all industries",216,3638,104588509,28749
02060,2002,70,Total Covered,"Total, all industries",85,979,34202984,34928
02060,2002,71,Federal Government,"Total, all industries",8,80,3327443,41420
02060,2002,71,State Government,"Total, all industries",7,29,1443837,50366
02060,2002,71,Local Government,"Total, all industries",6,289,9115684,31588
02060,2002,71,Private,"Total, all industries",65,582,20316020,34927
02070,2002,70,Total Covered,"Total, all industries",151,2314,70348775,30400
02070,2002,71,Federal Government,"Total, all industries",10,47,1675843,35975
02070,2002,71,State Government,"Total, all industries",16,80,3653230,45429
02070,2002,71,Local Government,"Total, all industries",21,753,20251457,26894
02070,2002,71,Private,"Total, all industries",104,1434,44768245,31217
02100,2002,70,Total Covered,"Total, all industries",131,877,23334174,26594
02100,2002,71,Federal Government,"Total, all industries",4,13,812769,61729
02100,2002,71,State Government,"Total, all industries",8,36,1413770,39181
02100,2002,71,Local Government,"Total, all industries",6,140,4111572,29456
02100,2002,71,Private,"Total, all industries",112,689,16996063,24683
02110,2002,70,Total Covered,"Total, all industries",1008,16912,587070639,34714
02110,2002,71,Federal Government,"Total, all industries",32,891,54530713,61190
02110,2002,71,State Government,"Total, all industries",36,4286,171515961,40020
02110,2002,71,Local Government,"Total, all industries",7,1992,79696636,40018
02110,2002,71,Private,"Total, all industries",934,9743,281327329,28874
02122,2002,70,Total Covered,"Total, all industries",1763,17306,589549713,34067
02122,2002,71,Federal Government,"Total, all industries",32,428,21965804,51272
02122,2002,71,State Government,"Total, all industries",62,1045,39730832,38029
02122,2002,71,Local Government,"Total, all industries",41,2919,108398084,37140
02122,2002,71,Private,"Total, all industries",1628,12914,419454993,32481
02130,2002,70,Total Covered,"Total, all industries",572,6621,215878374,32604
02130,2002,71,Federal Government,"Total, all industries",18,263,13747348,52371
02130,2002,71,State Government,"Total, all industries",15,583,22840815,39195
02130,2002,71,Local Government,"Total, all industries",10,1003,39384492,39250
02130,2002,71,Private,"Total, all industries",528,4773,139905719,29314
02150,2002,70,Total Covered,"Total, all industries",472,5532,167482159,30275
02150,2002,71,Federal Government,"Total, all industries",12,216,10780822,49969
02150,2002,71,State Government,"Total, all industries",21,246,9971928,40468
02150,2002,71,Local Government,"Total, all industries",16,755,23281652,30833
02150,2002,71,Private,"Total, all industries",424,4315,123447757,28611
02164,2002,70,Total Covered,"Total, all industries",100,596,14594623,24477
02164,2002,71,Federal Government,"Total, all industries",5,29,880714,30723
02164,2002,71,State Government,"Total, all industries",6,9,455064,50099
02164,2002,71,Local Government,"Total, all industries",26,261,4810738,18432
02164,2002,71,Private,"Total, all industries",63,298,8448107,28397
02170,2002,70,Total Covered,"Total, all industries",1377,13773,403388087,29289
02170,2002,71,Federal Government,"Total, all industries",19,171,8878572,51795
02170,2002,71,State Government,"Total, all industries",40,872,32611996,37399
02170,2002,71,Local Government,"Total, all industries",9,2262,80188344,35453
02170,2002,71,Private,"Total, all industries",1310,10467,281709175,26913
02180,2002,70,Total Covered,"Total, all industries",267,3609,104791122,29039
02180,2002,71,Federal Government,"Total, all industries",14,75,2997290,39787
02180,2002,71,State Government,"Total, all industries",25,207,10993252,53150
02180,2002,71,Local Government,"Total, all industries",58,1404,32449293,23111
02180,2002,71,Private,"Total, all industries",171,1922,58351287,30354
02185,2002,70,Total Covered,"Total, all industries",186,9079,649978835,71588
02185,2002,71,Federal Government,"Total, all industries",8,23,939711,40130
02185,2002,71,State Government,"Total, all industries",16,56,3144357,56485
02185,2002,71,Local Government,"Total, all industries",12,1794,79921587,44549
02185,2002,71,Private,"Total, all industries",150,7206,565973180,78538
02188,2002,70,Total Covered,"Total, all industries",159,2944,119741885,40680
02188,2002,71,Federal Government,"Total, all industries",9,57,2167433,37970
02188,2002,71,State Government,"Total, all industries",14,53,2691649,51107
02188,2002,71,Local Government,"Total, all industries",44,1125,29547893,26261
02188,2002,71,Private,"Total, all industries",92,1709,85334910,49945
02220,2002,70,Total Covered,"Total, all industries",371,4227,128691390,30447
02220,2002,71,Federal Government,"Total, all industries",13,190,9898210,52073
02220,2002,71,State Government,"Total, all industries",18,358,11666821,32574
02220,2002,71,Local Government,"Total, all industries",4,594,21168122,35642
02220,2002,71,Private,"Total, all industries",336,3085,85958237,27868
02261,2002,70,Total Covered,"Total, all industries",534,4567,180736532,39572
02261,2002,71,Federal Government,"Total, all industries",17,174,7218874,41528
02261,2002,71,State Government,"Total, all industries",46,288,12034876,41776
02261,2002,71,Local Government,"Total, all industries",30,842,26829729,31871
02261,2002,71,Private,"Total, all industries",441,3264,134653053,41259
02270,2002,70,Total Covered,"Total, all industries",122,2129,40898263,19213
02270,2002,71,Federal Government,"Total, all industries",2,29,650236,22487
02270,2002,71,State Government,"Total, all industries",21,29,948320,32421
02270,2002,71,Local Government,"Total, all industries",39,1406,26061149,18542
02270,2002,71,Private,"Total, all industries",60,665,13238558,19908
02282,2002,70,Total Covered,"Total, all industries",46,330,9555428,29000
02282,2002,71,Federal Government,"Total, all industries",5,30,1295163,43780
02282,2002,71,State Government,"Total, all industries",0,0,0,0
02282,2002,71,Local Government,"Total, all industries",0,0,0,0
02282,2002,71,Private,"Total, all industries",0,0,0,0
06001,2002,70,Total Covered,"Total, all industries",46319,681988,32262708829,47307
06001,2002,71,Federal Government,"Total, all industries",90,10838,620951421,57295
06001,2002,71,State Government,"Total, all industries",322,34630,1994955503,57609
06001,2002,71,Local Government,"Total, all industries",451,66917,3387132430,50617
06001,2002,71,Private,"Total, all industries",45456,569604,26259669475,46102
06013,2002,70,Total Covered,"Total, all industries",26968,340197,15654161645,46015
06013,2002,71,Federal Government,"Total, all industries",60,5900,330774416,56060
06013,2002,71,State Government,"Total, all industries",20,550,22926972,41679
06013,2002,71,Local Government,"Total, all industries",401,40735,1822590282,44742
06013,2002,71,Private,"Total, all industries",26487,293011,13477869975,45998
06015,2002,70,Total Covered,"Total, all industries",841,7459,195750883,26245
06015,2002,71,Federal Government,"Total, all industries",10,149,5680029,38142
06015,2002,71,State Government,"Total, all industries",32,1499,54008995,36036
06015,2002,71,Local Government,"Total, all industries",48,1641,50104902,30525
06015,2002,71,Private,"Total, all industries",751,4170,85956957,20615
06023,2002,70,Total Covered,"Total, all industries",5417,49649,1326831834,26724
06023,2002,71,Federal Government,"Total, all industries",51,879,37390492,42538
06023,2002,71,State Government,"Total, all industries",297,2754,119747452,43477
06023,2002,71,Local Government,"Total, all industries",154,8742,258030978,29517
06023,2002,71,Private,"Total, all industries",4915,37274,911662912,24459
06037,2002,70,Total Covered,"Total, all industries",328866,4057952,169254080634,41709
06037,2002,71,Federal Government,"Total, all industries",298,54312,2930087039,53950
06037,2002,71,State Government,"Total, all industries",1849,71634,3245462087,45306
06037,2002,71,Local Government,"Total, all industries",1778,465665,21082993964,45275
06037,2002,71,Private,"Total, all industries",324942,3466341,141995537544,40964
06041,2002,70,Total Covered,"Total, all industries",11710,111854,5063516981,45269
06041,2002,71,Federal Government,"Total, all industries",40,977,47320540,48430
06041,2002,71,State Government,"Total, all industries",42,1783,62825520,35244
06041,2002,71,Local Government,"Total, all industries",178,11231,491894986,43799
06041,2002,71,Private,"Total, all industries",11451,97863,4461475935,45589
06045,2002,70,Total Covered,"Total, all industries",4157,34151,889852537,26056
06045,2002,71,Federal Government,"Total, all industries",34,305,12482401,40881
06045,2002,71,State Government,"Total, all industries",15,408,13337012,32689
06045,2002,71,Local Government,"Total, all industries",151,6953,221532285,31861
06045,2002,71,Private,"Total, all industries",3958,26485,642500839,24260
06053,2002,70,Total Covered,"Total, all industries",11532,166664,5410373778,32463
06053,2002,71,Federal Government,"Total, all industries",72,4861,277604215,57105
06053,2002,71,State Government,"Total, all industries",223,4071,150026227,36853
06053,2002,71,Local Government,"Total, all industries",341,20786,914815784,44012
06053,2002,71,Private,"Total, all industries",10896,136947,4067927552,29704
06055,2002,70,Total Covered,"Total, all industries",4597,64099,2280563047,35579
06055,2002,71,Federal Government,"Total, all industries",17,441,21355308,48471
06055,2002,71,State Government,"Total, all industries",135,2991,114591880,38310
06055,2002,71,Local Government,"Total, all industries",97,5935,242718705,40898
06055,2002,71,Private,"Total, all industries",4348,54732,1901897154,34749
06059,2002,70,Total Covered,"Total, all industries",83417,1401315,57760358077,41219
06059,2002,71,Federal Government,"Total, all industries",103,11887,629923616,52995
06059,2002,71,State Government,"Total, all industries",418,20950,938650952,44804
06059,2002,71,Local Government,"Total, all industries",828,118151,5051731441,42757
06059,2002,71,Private,"Total, all industries",82068,1250327,51140052068,40901
06073,2002,70,Total Covered,"Total, all industries",79408,1237169,48627462112,39305
06073,2002,71,Federal Government,"Total, all industries",171,40152,2225671774,55431
06073,2002,71,State Government,"Total, all industries",633,34587,1393253366,40283
06073,2002,71,Local Government,"Total, all industries",500,141920,5699566615,40161
06073,2002,71,Private,"Total, all industries",78104,1020510,39308970357,38519
06075,2002,70,Total Covered,"Total, all industries",42685,547304,32022607711,58510
