area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
01003,1982,26,Total Covered,All Industries,1772,18904,210451530,11132
01003,1982,27,Federal Government,All Industries,10,143,2700646,18885
01003,1982,27,State Government,All Industries,19,532,7493479,14085
01003,1982,27,Local Government,All Industries,29,2974,34408505,11569
01003,1982,27,Private,All Industries,1714,15255,165848900,10871
01097,1982,26,Total Covered,All Industries,7365,123818,1940775506,15674
01097,1982,27,Federal Government,All Industries,25,2356,56758798,24091
01097,1982,27,State Government,All Industries,32,6728,102517569,15237
01097,1982,27,Local Government,All Industries,44,11257,143044805,12707
01097,1982,27,Private,All Industries,7264,103477,1638454334,15833
02020,1982,26,Total Covered,All Industries,5932,93739,2511489002,26792
02020,1982,27,Federal Government,All Industries,62,9826,249599592,25401
02020,1982,27,State Government,All Industries,24,6003,177440783,29558
02020,1982,27,Local Government,All Industries,4,6630,234743663,35406
02020,1982,27,Private,All Industries,5842,71280,1849704964,25949
02050,1982,26,Total Covered,All Industries,237,3232,64976237,20104
02050,1982,27,Federal Government,All Industries,16,381,8275462,21720
02050,1982,27,State Government,All Industries,14,232,7283270,31393
02050,1982,27,Local Government,All Industries,31,1034,20507544,19833
02050,1982,27,Private,All Industries,176,1585,28909961,18239
02060,1982,26,Total Covered,All Industries,68,790,19809041,25074
02060,1982,27,Federal Government,All Industries,9,81,2123172,26212
02060,1982,27,State Government,All Industries,5,22,840491,38204
02060,1982,27,Local Government,All Industries,5,240,5352110,22300
02060,1982,27,Private,All Industries,49,447,11493268,25712
02070,1982,26,Total Covered,All Industries,145,1641,36997293,22545
02070,1982,27,Federal Government,All Industries,9,73,1531026,20972
02070,1982,27,State Government,All Industries,10,72,2202381,30588
02070,1982,27,Local Government,All Industries,12,381,8310746,21812
02070,1982,27,Private,All Industries,114,1115,24953140,22379
02100,1982,26,Total Covered,All Industries,96,582,12518078,21508
02100,1982,27,Federal Government,All Industries,3,8,212393,26549
02100,1982,27,State Government,All Industries,8,44,1263044,28705
02100,1982,27,Local Government,All Industries,3,110,2723646,24760
02100,1982,27,Private,All Industries,82,420,8318995,19807
02110,1982,26,Total Covered,All Industries,788,11986,317014658,26448
02110,1982,27,Federal Government,All Industries,25,972,27504692,28297
02110,1982,27,State Government,All Industries,0,0,0,0
02110,1982,27,Local Government,All Industries,0,0,0,0
02110,1982,27,Private,All Industries,738,5717,125684545,21984
02130,1982,26,Total Covered,All Industries,482,6098,146773394,24069
02130,1982,27,Federal Government,All Industries,12,343,8509848,24810
02130,1982,27,State Government,All Industries,16,522,16374030,31367
02130,1982,27,Local Government,All Industries,6,735,20267701,27575
02130,1982,27,Private,All Industries,448,4498,101621815,22592
02150,1982,26,Total Covered,All Industries,380,4344,98943874,22777
02150,1982,27,Federal Government,All Industries,8,252,7972177,31635
02150,1982,27,State Government,All Industries,13,254,7665686,30179
02150,1982,27,Local Government,All Industries,9,519,12936719,24926
02150,1982,27,Private,All Industries,350,3319,70369292,21201
02170,1982,26,Total Covered,All Industries,515,4271,100780434,23596
02170,1982,27,Federal Government,All Industries,17,101,2810024,27822
02170,1982,27,State Government,All Industries,16,542,15794470,29141
02170,1982,27,Local Government,All Industries,5,860,20900361,24302
02170,1982,27,Private,All Industries,477,2768,61275579,22137
02180,1982,26,Total Covered,All Industries,197,2146,49885552,23245
02180,1982,27,Federal Government,All Industries,12,134,3003279,22412
02180,1982,27,State Government,All Industries,17,213,7869535,36946
02180,1982,27,Local Government,All Industries,23,639,13836017,21652
02180,1982,27,Private,All Industries,145,1160,25176721,21704
02220,1982,26,Total Covered,All Industries,289,3391,88174960,26002
02220,1982,27,Federal Government,All Industries,10,514,11917502,23185
02220,1982,27,State Government,All Industries,15,228,5879645,25787
02220,1982,27,Local Government,All Industries,4,360,10389110,28858
02220,1982,27,Private,All Industries,260,2289,59988703,26207
02230,1982,26,Total Covered,All Industries,133,1092,20772060,19022
02230,1982,27,Federal Government,All Industries,13,86,1942681,22589
02230,1982,27,State Government,All Industries,6,27,818174,30302
02230,1982,27,Local Government,All Industries,8,193,4336854,22470
02230,1982,27,Private,All Industries,106,786,13674351,17397
02270,1982,26,Total Covered,All Industries,92,1029,19000697,18465
02270,1982,27,Federal Government,All Industries,6,83,1671623,20140
02270,1982,27,State Government,All Industries,7,15,466932,31128
02270,1982,27,Local Government,All Industries,19,549,11406233,20776
02270,1982,27,Private,All Industries,60,382,5455909,14282
06001,1982,26,Total Covered,All Industries,22617,473519,8957187058,18916
06001,1982,27,Federal Government,All Industries,63,21932,508390062,23180
06001,1982,27,State Government,All Industries,288,32309,655180984,20278
06001,1982,27,Local Government,All Industries,129,52290,1005799072,19235
06001,1982,27,Private,All Industries,22137,366988,6787816940,18496
06013,1982,26,Total Covered,All Industries,12338,201906,3647038617,18063
06013,1982,27,Federal Government,All Industries,23,6814,164197826,24097
06013,1982,27,State Government,All Industries,36,683,13281127,19445
06013,1982,27,Local Government,All Industries,97,30591,532201358,17397
06013,1982,27,Private,All Industries,12182,163818,2937358306,17930
06015,1982,26,Total Covered,All Industries,496,4965,67683693,13632
06015,1982,27,Federal Government,All Industries,6,178,3199750,17976
06015,1982,27,State Government,All Industries,10,122,2360658,19349
06015,1982,27,Local Government,All Industries,19,1083,15220146,14053
06015,1982,27,Private,All Industries,461,3582,46903139,13094
06023,1982,26,Total Covered,All Industries,3008,35569,518523163,14577
06023,1982,27,Federal Government,All Industries,18,857,16383752,19117
06023,1982,27,State Government,All Industries,248,2188,45501468,20795
06023,1982,27,Local Government,All Industries,82,5019,75304242,15003
06023,1982,27,Private,All Industries,2660,27505,381333701,13864
06037,1982,26,Total Covered,All Industries,164584,3527996,67955333701,19261
06037,1982,27,Federal Government,All Industries,83,70265,1702376952,24227
06037,1982,27,State Government,All Industries,1668,55350,1024527850,18509
06037,1982,27,Local Government,All Industries,435,323898,6417874800,19814
06037,1982,27,Private,All Industries,162398,3078483,58810554099,19103
06041,1982,26,Total Covered,All Industries,6383,73954,1227777709,16601
06041,1982,27,Federal Government,All Industries,10,996,22964317,23056
06041,1982,27,State Government,All Industries,32,1215,29390713,24189
06041,1982,27,Local Government,All Industries,75,10715,179562075,16758
06041,1982,27,Private,All Industries,6266,61028,995860604,16318
06045,1982,26,Total Covered,All Industries,2053,22832,307477206,13466
06045,1982,27,Federal Government,All Industries,15,357,6869515,19242
06045,1982,27,State Government,All Industries,26,352,6844363,19444
06045,1982,27,Local Government,All Industries,58,3994,59642656,14933
06045,1982,27,Private,All Industries,1954,18129,234120672,12914
06053,1982,26,Total Covered,All Industries,6549,111520,1660243697,14887
06053,1982,27,Federal Government,All Industries,35,7561,131084114,17336
06053,1982,27,State Government,All Industries,77,1669,37185289,22279
06053,1982,27,Local Government,All Industries,100,13307,228022265,17135
06053,1982,27,Private,All Industries,6337,88983,1263952029,14204
06055,1982,26,Total Covered,All Industries,2576,34214,498583750,14572
06055,1982,27,Federal Government,All Industries,7,264,6362883,24101
06055,1982,27,State Government,All Industries,166,3519,65783381,18693
06055,1982,27,Local Government,All Industries,28,3841,60255675,15687
06055,1982,27,Private,All Industries,2375,26590,366181811,13771
06059,1982,26,Total Covered,All Industries,41532,860959,15323679980,17798
06059,1982,27,Federal Government,All Industries,35,11956,256245261,21432
06059,1982,27,State Government,All Industries,318,14599,250621095,17167
06059,1982,27,Local Government,All Industries,222,74532,1331539013,17865
06059,1982,27,Private,All Industries,40957,759872,13485274611,17746
06073,1982,26,Total Covered,All Industries,35161,675435,11129732052,16477
06073,1982,27,Federal Government,All Industries,122,41632,856373571,20570
06073,1982,27,State Government,All Industries,369,18971,339599499,17900
06073,1982,27,Local Government,All Industries,173,77557,1302546825,16794
06073,1982,27,Private,All Industries,34497,537275,8631212157,16064
06075,1982,26,Total Covered,All Industries,25332,551774,11628517407,21074
06075,1982,27,Federal Government,All Industries,69,28544,673620659,23599
06075,1982,27,State Government,All Industries,632,20216,422667145,20907
06075,1982,27,Local Government,All Industries,30,36439,764665696,20984
06075,1982,27,Private,All Industries,24601,466575,9767563907,20934
06079,1982,26,Total Covered,All Industries,4034,47792,663009768,13872
06079,1982,27,Federal Government,All Industries,15,596,12788494,21457
06079,1982,27,State Government,All Industries,303,4256,92923876,21833
06079,1982,27,Local Government,All Industries,58,5881,93690862,15931
06079,1982,27,Private,All Industries,3658,37059,463606536,12509
06081,1982,26,Total Covered,All Industries,12888,247129,5000484732,20234
06081,1982,27,Federal Government,All Industries,16,5710,139177686,24374
06081,1982,27,State Government,All Industries,43,735,15011898,20424
06081,1982,27,Local Government,All Industries,123,23089,451937533,19573
06081,1982,27,Private,All Industries,12706,217595,4394357615,20195
06083,1982,26,Total Covered,All Industries,7905,131924,2073628891,15718
06083,1982,27,Federal Government,All Industries,24,4046,84814647,20962
06083,1982,27,State Government,All Industries,51,7008,78900283,11258
06083,1982,27,Local Government,All Industries,99,13269,217612246,16400
06083,1982,27,Private,All Industries,7731,107601,1692301715,15727
06085,1982,26,Total Covered,All Industries,26848,705381,14485641519,20535
06085,1982,27,Federal Government,All Industries,35,11573,277716553,23996
06085,1982,27,State Government,All Industries,373,6864,131076880,19096
06085,1982,27,Local Government,All Industries,127,59240,1088455149,18373
06085,1982,27,Private,All Industries,26313,627704,12988392937,20691
06087,1982,26,Total Covered,All Industries,4623,63510,876197472,13796
06087,1982,27,Federal Government,All Industries,8,464,10476342,22578
06087,1982,27,State Government,All Industries,35,3862,46355592,12003
06087,1982,27,Local Government,All Industries,64,8023,128401811,16004
06087,1982,27,Private,All Industries,4516,51161,690963727,13505
06095,1982,26,Total Covered,All Industries,3728,70483,1213249679,17213
06095,1982,27,Federal Government,All Industries,35,15604,340787584,21839
06095,1982,27,State Government,All Industries,56,1444,32162703,22273
06095,1982,27,Local Government,All Industries,56,9102,158236194,17384
06095,1982,27,Private,All Industries,3581,44333,682063198,15385
06097,1982,26,Total Covered,All Industries,8012,97158,1466204668,15090
06097,1982,27,Federal Government,All Industries,19,1251,27673276,22120
06097,1982,27,State Government,All Industries,203,3932,74795317,19022
06097,1982,27,Local Government,All Industries,116,13309,216961007,16301
06097,1982,27,Private,All Industries,7674,78666,1146775068,14577
06111,1982,26,Total Covered,All Industries,9311,171971,2806007871,16316
06111,1982,27,Federal Government,All Industries,32,10130,238767916,23570
06111,1982,27,State Government,All Industries,102,3190,62253308,19515
06111,1982,27,Local Government,All Industries,92,23058,406982775,17650
